name,email,phone,score,attendance,passed,dropped_reason
Marcus Bryan,marcusbryan@yahoo.com,(0117)4960897,98,70,True,
Peter Hartley,peterhartley@yahoo.com,028 9018917,81,70,True,
Brett Griffiths,brettgriffithsl@gmail.com,+44(0)1164960463,71,90,True,
Kerry Williams,kerrywilliams@gmail.com,0306 999 0322,74,85,True,
Frances Knight,francesknight@yahoo.com,(0131) 4960375,92,68,False,Low attendance
Charlotte Porter,charlotteporter@yahoo.com,+441174960847,50,84,False,Low score
Elizabeth Thornton,elizabeththornton@yahoo.com,(0116) 496 0629,69,88,True,
Leanne Coleman,leannecoleman@gmail.com,0161 4960659,82,95,True,
Bethan Wallace,bethanwallace@hotmail.com,+44(0)1174960076,73,77,True,
Jay Green,jaygreen@hotmail.com,+44(0)114 496 0280,70,95,True,
Damien Reed,damienreed@yahoo.com,+44(0)117 4960461,69,91,True,
Colin Stewart,colinstewart@yahoo.com,+44808 157 0738,84,90,True,
Lorraine Jones,lorrainejones@yahoo.com,(0151)4960296,87,79,True,
Bethany Dunn,bethanydunn@hotmail.com,+44(0)3069990149,89,100,True,
Carol Green,carolgreen@gmail.com,0151 496 0512,99,78,True,
Francesca Gray,francescagray@yahoo.com,+443069990654,71,89,True,
Jane Khan,janekhan@gmail.com,0121 496 0581,65,97,True,
Bethan Butcher,bethanbutcher@gmail.com,+44(0)191 496 0388,92,68,False,Low attendance
Wendy Dickinson,wendydickinson@hotmail.com,+44(0)1214960092,65,73,True,
Jeffrey Ahmed,jeffreyahmed@gmail.com,(028) 9018418,64,69,False,Low attendance
Graham Parker,grahamparker@yahoo.com,+44808 1570642,93,86,True,
Alison Scott,alisonscott@hotmail.com,+44(0)1214960754,88,94,True,
Paula Smith,paulasmith@hotmail.com,+44(0)161 496 0939,86,89,True,
Amy Walker,amywalker@gmail.com,+44(0)116 4960976,90,73,True,
Holly White,hollywhite@hotmail.com,+44(0)1632960702,87,74,True,
Rita Herbert,ritaherbert@hotmail.com,(0151)4960736,88,72,True,
Gerald Dawson,geralddawson@gmail.com,+441154960418,62,87,True,
Rachel Jones,racheljones@hotmail.com,0121 4960492,56,66,False,Low score and Low attendance
Michelle Davies,michelledavies@hotmail.com,+44(0)118 4960688,59,96,False,Low score
Norman Ashton,normanashton@yahoo.com,+44(0)1164960770,85,91,True,
Shannon Newton,shannonnewton@hotmail.com,+44(0)1144960437,57,84,False,Low score
Daniel Brown,danielbrown@hotmail.com,(0151) 496 0985,79,66,False,Low attendance
Jasmine Chapman,jasminechapman@yahoo.com,+4429 2018 0339,77,94,True,
Pamela Walker,pamelawalker@yahoo.com,+441632 960 303,93,82,True,
Louise Walsh,louisewalsh@gmail.com,+44(0)191 4960990,77,89,True,
Gavin Jackson,gavinjackson@gmail.com,(0115) 496 0832,61,99,True,
Kelly Burns,kellyburns@hotmail.com,(0151)4960986,60,85,True,
Declan Jackson,declanjackson@hotmail.com,+44(0)141 4960066,55,93,False,Low score
Elizabeth Cooper,elizabethcooper@hotmail.com,(01632) 960509,65,68,False,Low attendance
Jacqueline Richards,jacquelinerichards@yahoo.com,(0909) 879 0064,78,74,True,
Kathryn Gardiner,kathryngardiner@gmail.com,+44(0)9098790035,83,92,True,
Pamela Johnson,pamelajohnson@gmail.com,+4428 9018 0810,54,80,False,Low score
John Hill,johnhill@hotmail.com,0121 4960554,86,91,True,
Sheila Singh,sheilasingh@gmail.com,+441632 960 761,54,96,False,Low score
Leonard Naylor,leonardnaylor@hotmail.com,+44(0)1174960600,61,71,True,
Harriet Robertson,harrietrobertson@yahoo.com,+44117 4960568,51,95,False,Low score
