name,email,phone,score,attendance,passed,dropped_reason
Francesca Walsh,francescawalsh@yahoo.com,+44(0)1214960929,76,85,True,
Marilyn Stanley,marilynstanley@yahoo.com,(0118) 4960414,82,78,True,
Clare West,clarewest@hotmail.com,(0116)4960131,92,91,True,
Janet Harris,janetharris@yahoo.com,+44113 4960775,57,99,False,Low score
Harry Mason,harrymason@yahoo.com,+448081570097,68,100,True,
Kirsty Allen,kirstyallen@hotmail.com,0909 879 0415,60,77,True,
Derek Bowen,derekbowen@gmail.com,01314960888,93,78,True,
Gordon Wright,gordonwright@yahoo.com,0118 496 0251,81,73,True,
Francesca Farmer,francescafarmer@hotmail.com,+44(0)1632960004,84,93,True,
Dale Goodwin,dalegoodwin@yahoo.com,+441632 960860,60,83,True,
Marian Smith,mariansmith@yahoo.com,+44(0)1214960647,100,85,True,
Nathan Smith,nathansmith@yahoo.com,(0113) 4960175,86,71,True,
Russell Harvey,russellharvey@hotmail.com,(020)74960545,50,71,False,Low score
Natalie Hammond,nataliehammond@yahoo.com,01614960590,64,89,True,
Laura Smith,laurasmith@hotmail.com,+44(0)1914960470,89,80,True,
Ricky Holland,rickyholland@gmail.com,+44141 496 0872,96,81,True,
Mark Clark,markclark@hotmail.com,+44(0)1614960679,91,67,False,Low attendance
Pauline Brown,paulinebrown@yahoo.com,+44(0)1174960555,95,97,True,
Kate Morgan,katemorgan@yahoo.com,0116 496 0958,60,76,True,
Adrian Kelly,adriankelly@gmail.com,+44131 4960297,91,70,True,
Christian Walker,christianwalkerO@gmail.com,020 74960989,73,73,True,
Ross Ward,rossward@yahoo.com,+44(0)1134960410,74,98,True,
Mitchell Dale,mitchelldale@hotmail.com,+4429 2018 0999,83,94,True,
Barbara Hall,barbarahall@hotmail.com,+44117 4960109,89,86,True,
Wendy Hughes,wendyhughes@gmail.com,0909 8790307,85,97,True,
Guy Doyle,guydoyle@gmail.com,02074960724,63,99,True,
Ruth Murphy,ruthmurphy@yahoo.com,+441632 960 567,55,65,False,Low score and Low attendance
Patrick Brown,patrickbrown@gmail.com,(0161) 496 0680,97,82,True,
Leigh Patel,leighpatel@yahoo.com,+44141 496 0683,88,66,False,Low attendance
Mathew Sullivan,mathewsullivan@gmail.com,+44191 4960445,57,78,False,Low score
Lynne Bishop,lynnebishop@gmail.com,+44808 1570793,70,88,True,
Gerald Blackburn,geraldblackburn@gmail.com,0909 8790557,84,82,True,
Reece Kay,reecekay@gmail.com,(0909) 879 0912,72,100,True,
Sian Kirby,siankirby@yahoo.com,0113 4960099,92,85,True,
Gemma Hamilton,gemmahamilton@hotmail.com,+44(0)29 2018 0367,62,76,True,
Jennifer Greenwood,jennifergreenwood@yahoo.com,+44(0)1914960526,58,88,False,Low score
Bradley Edwards,bradleyedwards@gmail.com,+44113 496 0282,80,89,True,
Carole Abbott,caroleabbott@hotmail.com,+44116 4960986,99,99,True,
Matthew Miller,matthewmiller@yahoo.com,+44118 496 0880,71,98,True,
Clifford Coleman,cliffordcoleman@hotmail.com,(0161) 496 0547,52,96,False,Low score
Andrew Holmes,andrewholmes@yahoo.com,+44(0)151 496 0702,89,89,True,
Kerry Rogers,kerryrogers@gmail.com,+44(0)808 157 0385,63,88,True,
Benjamin Saunders,benjaminsaunders@yahoo.com,+441144960036,79,75,True,
Glen Joyce,glenjoyce@yahoo.com,+44(0)909 8790691,75,81,True,
Fiona Cunningham,fionacunningham@hotmail.com,+441164960259,67,87,True,
Leigh Phillips,leighphillips@hotmail.com,+44151 4960501,94,73,True,
Andrew Blake,andrewblake@hotmail.com,+441632960861,89,98,True,
Michelle Armstrong,michellearmstrong@hotmail.com,+44114 4960649,53,93,False,Low score
Leah Williamson,leahwilliamson@yahoo.com,+44(0)29 2018 0671,73,71,True,
Emily Myers,emilymyers@gmail.com,0808 157 0508,84,99,True,
Vincent Slater,vincentslater@yahoo.com,+44115 496 0607,62,92,True,
Adrian Miles,adrianmiles@gmail.com,+44(0)1632 960 325,83,90,True,
Thomas Lawson,thomaslawson@gmail.com,+44808 1570842,63,87,True,
Ian Stephens,ianstephens@hotmail.com,(0114)4960059,68,77,True,
George Andrews,georgeandrews@gmail.com,+44(0)116 496 0428,54,85,False,Low score
Alison Reeves,alisonreeves@gmail.com,+44(0)1632960197,84,98,True,
Robin Rees,robinrees@yahoo.com,(0116)4960927,83,66,False,Low attendance
Sian Gardner,siangardner@yahoo.com,+441134960725,83,68,False,Low attendance
Hilary Evans,hilaryevans@gmail.com,(01632) 960 209,99,90,True,
Adrian Moore,adrianmoore@yahoo.com,0306 9990975,67,66,False,Low attendance
Benjamin James,benjaminjames@yahoo.com,+44118 496 0049,63,71,True,
Gerard Ryan,gerardryan@gmail.com,+44(0)808 1570456,87,99,True,
Emily Potter,emilypotter@gmail.com,+44141 496 0244,86,95,True,
Shirley Smith,shirleysmith@gmail.com,01632 960 331,73,88,True,
