name,email,phone,score,attendance,passed,dropped_reason
Joan Jenkins,joanjenkins@yahoo.com,0115 496 0699,73,83,True,
Emma Carter,emmacarter@yahoo.com,+44(0)1614960061,84,73,True,
Natalie Moore,nataliemoore@gmail.com,+442074960539,97,85,True,
Alison Clarke,alisonclarke@hotmail.com,+44(0)20 7496 0278,71,70,True,
Gerard Ward,gerardward@yahoo.com,+44141 4960627,85,76,True,
Eleanor Morley,eleanormorley@hotmail.com,(020) 7496 0887,82,79,True,
Emma Yates,emmayates@hotmail.com,+44113 496 0098,59,70,False,Low score
Leon Barker,leonbarker@hotmail.com,(0141) 4960227,66,80,True,
Bernard Thomson,bernardthomson@hotmail.com,(0306)9990603,98,80,True,
Sara Williams,sarawilliams@yahoo.com,028 9018 0090,85,66,False,Low attendance
Hollie Fisher,holliefisher@gmail.com,+44(0)151 4960849,58,90,False,Low score
Maureen Davies,maureendavies@yahoo.com,0116 496 0976,69,87,True,
Maria Williamson,mariawilliamson@yahoo.com,(0121) 4960323,96,71,True,
Nicole Jones,nicolejones@gmail.com,0131 4960571,53,91,False,Low score
Vincent Kay,vincentkay@hotmail.com,+44(0)115 4960109,78,79,True,
Glenn Begum,glennbegum@yahoo.com,+44289018499,83,70,True,
Paul Kirk,paulkirk@yahoo.com,(0117) 4960888,89,66,False,Low attendance
Tina Allen,tinaallen@hotmail.com,(029) 2018 0208,56,92,False,Low score
Josh Poole,joshpoole@hotmail.com,+4420 74960121,50,98,False,Low score
Gary Jones,garyjones@yahoo.com,+44(0)114 496 0281,89,69,False,Low attendance
Sam Booth,sambooth@yahoo.com,0191 4960151,70,83,True,
Eric Chambers,ericchambers@gmail.com,0131 4960723,81,99,True,
Jenna Hicks,jennahicks@hotmail.com,0121 496 0871,83,73,True,
Patrick Parker,patrickparker@hotmail.com,+44151 4960500,64,89,True,
Richard Ryan,richardryan@hotmail.com,(0114) 496 0033,96,97,True,
Brandon Watson,brandonwatson@hotmail.com,(0116)4960225,99,87,True,
Karen Curtis,karencurtis@hotmail.com,+44(0)191 4960823,55,76,False,Low score
Lawrence Shepherd,lawrenceshepherd@gmail.com,(0151)4960079,86,88,True,
Heather Bartlett,heatherbartlett@hotmail.com,01914960651,77,90,True,
Tina Donnelly,tinadonnelly@hotmail.com,(0113) 496 0743,86,77,True,
Sean Collins,seancollins@yahoo.com,0121 4960342,64,92,True,
John Blake,johnblake@hotmail.com,01144960112,53,69,False,Low score and Low attendance
Josh Rowe,joshrowe@yahoo.com,+44161 4960032,72,96,True,
Victoria Williams,victoriawilliams@hotmail.com,+44306 9990224,77,78,True,
Annette Bennett,annettebennett@yahoo.com,+441134960450,75,89,True,
Melanie Lewis,melanielewis@gmail.com,+44(0)909 879 0070,60,78,True,
Jeremy Long,jeremylong@yahoo.com,+44(0)116 496 0495,58,85,False,Low score
Georgia Edwards,georgiaedwards@gmail.com,+44(0)1314960172,55,88,False,Low score
Jacqueline Connor,jacquelineconnor@yahoo.com,028 9018 0700,55,82,False,Low score
Mark King,markking@gmail.com,+44306 9990885,64,68,False,Low attendance
Rhys Sharp,rhyssharp@yahoo.com,+44114 496 0443,78,73,True,
Paul Weston,paulweston@yahoo.com,(028)9018931,90,85,True,
Vanessa Cooper,vanessacooper@yahoo.com,(0909) 879 0180,77,78,True,
Gordon Francis,gordonfrancis@hotmail.com,+44(0)141 496 0915,87,83,True,
Terry Joyce,terryjoyce@gmail.com,+44(0)808 1570827,71,89,True,
Pamela Wilson,pamelawilson@yahoo.com,+44(0)1914960763,100,96,True,
Clare Hunt,clarehunt@yahoo.com,0191 498 0206,81,89,True,
Caroline Stevens,carolinestevens@hotmail.com,+44(0)115 496 0850,99,72,True,
Alison Taylor,alisontaylor@yahoo.com,0116 4960557,98,100,True,
Mandy Ingram,mandyingram@hotmail.com,02074960329,65,67,False,Low attendance
Andrea Butcher,andreabutcher@gmail.com,(0306)9990658,90,92,True,
Harry Thompson,harrythompson@gmail.com,+44(0)118 496 0244,99,99,True,
Kim Harper,kimharper@gmail.com,(0131) 496 0675,75,78,True,
Vincent Brown,vincentbrown@yahoo.com,+44306 9990141,77,85,True,
Janice Short,janiceshort@yahoo.com,+44(0)808 1570333,65,90,True,
Frederick Lees,fredericklees@gmail.com,(0131) 496 0175,72,72,True,
Samantha Mills,samanthamills@hotmail.com,(0131) 4960137,71,84,True,
Michael Ford,michaelford@hotmail.com,+44(0)1134960833,61,81,True,
Brenda Peters,brendapeters@gmail.com,+44(0)28 9018286,57,91,False,Low score
Maurice Hewitt,mauricehewitt@hotmail.com,+44151 4960122,64,66,False,Low attendance
Ruth Clark,ruthclark@yahoo.com,+44116 4960422,92,98,True,
Shirley Williams,shirleywilliams@hotmail.com,0141 496 0744,86,90,True,
Alan Bolton,alanbolton@hotmail.com,0808 1570676,58,67,False,Low score and Low attendance
Claire Burns,claireburns@yahoo.com,028 9018 0016,74,70,True,
Angela Anderson,angelaanderson@yahoo.com,0115 4960148,53,90,False,Low score
Nicholas Harvey,nicholasharvey@gmail.com,+4429 2018 0921,78,75,True,
Leslie Holland,leslieholland@gmail.com,(0121)4960202,100,72,True,
Joyce Davidson,joycedavidson@gmail.com,(0116) 4960023,93,100,True,
Jason Watson,jasonwatson@gmail.com,+44(0)1214960297,61,69,False,Low attendance
Rita Brown,ritabrown@gmail.com,(0118)4960128,66,69,False,Low attendance
Richard Walton,richardwalton@hotmail.com,(0909) 879 0531,86,75,True,
Gemma Roberts,gemmaroberts@hotmail.com,0121 4960229,87,73,True,
Toby Smith,tobysmith@gmail.com,+44118 496 0174,94,65,False,Low attendance
Holly Jackson,hollyjackson@yahoo.com,(0808) 157 0652,63,86,True,
Shirley Thomas,shirleythomas@hotmail.com,(0191) 4960129,87,71,True,
Tracey Begum,traceybegum@gmail.com,+44141 496 0480,75,93,True,
Eric Doherty,ericdoherty@hotmail.com,01632960549,68,71,True,
Christopher Short,christophershort@hotmail.com,+44306 999 0117,53,80,False,Low score
Iain Harrison,iainharrison@yahoo.com,028 9018 0434,87,82,True,
John Bond,johnbond@yahoo.com,(0191) 4960797,88,73,True,
Paige Saunders,paigesaunders@yahoo.com,(0113) 4960604,75,66,False,Low attendance
Wendy Grant,wendygrant@gmail.com,(0161) 496 0639,69,91,True,
Tina Edwards,tinaedwards@yahoo.com,08081570872,74,95,True,
Kerry Bennett,kerrybennett@gmail.com,+44(0)115 496 0462,56,84,False,Low score
Christian Swift,christianswift@hotmail.com,+44909 8790162,69,75,True,
Janice Walker,janicewalker@hotmail.com,(0808)1570129,56,95,False,Low score
Mohammed Page,mohammedpage@hotmail.com,+44292018676,94,91,True,
Hollie Rogers,hollierogers@yahoo.com,(0121)4960096,54,73,False,Low score
Clare Hammond,clarehammond@yahoo.com,(0115) 496 0612,64,82,True,
Irene Robertson,irenerobertson@yahoo.com,01514960656,86,75,True,
Lynne Wheeler,lynnewheeler@gmail.com,0117 496 0509,81,93,True,
Leah Douglas,leahdouglas@yahoo.com,+44(0)1632 960 205,75,73,True,
Trevor Hutchinson,trevorhutchinson@gmail.com,01174960839,88,88,True,
Kieran Mistry,kieranmistry@yahoo.com,02074960798,92,80,True,
Ruth Hunter,ruthhunter@hotmail.com,029 2018712,58,93,False,Low score
Leslie Forster,leslieforster@hotmail.com,+44117 4960650,54,69,False,Low score and Low attendance
Ian Jones,ianjones@hotmail.com,+44121 4960420,58,81,False,Low score
Linda Bradley,lindabradley@yahoo.com,01514960413,72,96,True,
Natalie Wright,nataliewright@yahoo.com,+44(0)1134960399,76,75,True,
Patrick Hunter,patrickhunter@yahoo.com,+441174960216,66,69,False,Low attendance
Trevor Shaw,trevorshaw@gmail.com,0114 496 0703,78,96,True,
Leonard Marsh,leonardmarsh@gmail.com,+4428 9018 0516,53,79,False,Low score
Bernard Williams,bernardwilliams@yahoo.com,(0115)4960196,65,92,True,
Lucy Russell,lucyrussell@gmail.com,+448081570154,58,87,False,Low score
Josephine Brown,josephinebrown@gmail.com,0121 4960863,64,71,True,
Bryan Taylor,bryantaylor@yahoo.com,+44(0)114 496 0963,94,97,True,
Amelia Harvey,ameliaharvey@yahoo.com,(0909)8790526,85,90,True,
Alice Alexander,alicealexander@hotmail.com,(0115) 4960307,65,83,True,
Glenn Martin,glennmartin@yahoo.com,+441914960129,57,89,False,Low score
Charles Woods,charleswoods@hotmail.com,0121 496 0580,88,66,False,Low attendance
Frank Brown,frankbrown@hotmail.com,(0909)8790493,77,74,True,
Terry Hughes,terryhughes@gmail.com,+44306 999 0434,60,65,False,Low attendance
Paula Mellor,paulamellor@gmail.com,(020) 7496 0145,68,70,True,
Richard Griffin,richardgriffin@gmail.com,+44116 496 0992,100,96,True,
Kenneth Newman,kennethnewman@hotmail.com,0114 496 0430,62,82,True,
Francesca Patterson,francescapatterson@yahoo.com,+44(0)161 496 0908,70,100,True,
Jamie Hawkins,jamiehawkins@hotmail.com,01174960610,58,70,False,Low score
Julie White,juliewhite@hotmail.com,0909 8790845,57,78,False,Low score
Robin Spencer,robinspencer@yahoo.com,(0117)4960728,92,82,True,
Amy Carroll,amycarroll@gmail.com,(029)2018731,81,70,True,
Lee Mahmood,leemahmood@gmail.com,+4420 7496 0101,51,92,False,Low score
Louise Cook,louisecook@gmail.com,(0808)1570030,85,69,False,Low attendance
Mitchell May,mitchellmay@gmail.com,+443069990221,72,81,True,
Glen Clarke,glenclarke@yahoo.com,(01632) 960 524,77,85,True,
Jonathan Brown,jonathanbrown@hotmail.com,0131 496 0331,83,87,True,
Margaret Stanley,margaretstanley@hotmail.com,0909 879 0873,62,99,True,
Rachael Howe,rachaelhowe@hotmail.com,+441154960218,64,93,True,
Stuart Richardson,stuartrichardson@hotmail.com,+441314960319,64,81,True,
Aimee Bartlett,aimeebartlett@gmail.com,(0118) 4960968,77,78,True,
Sian Davies,siandavies@yahoo.com,020 74960476,66,85,True,
Jodie Ball,jodieball@yahoo.com,+44118 496 0340,98,90,True,
Anne Palmer,annepalmer@yahoo.com,+44114 496 0681,61,79,True,
Nicholas Phillips,nicholasphillips@yahoo.com,0116 496 0992,81,65,False,Low attendance
Gary Johnson,garyjohnson@yahoo.com,+441632 960974,92,87,True,
Wendy Griffiths,wendygriffiths@hotmail.com,+44(0)114 4960534,68,97,True,
Roger Kaur,rogerkaur@yahoo.com,0909 879 0074,61,100,True,
Sharon Dawson,sharondawson@gmail.com,0292018582,86,96,True,
Nicholas Baker,nicholasbaker@yahoo.com,(0161) 496 0938,86,82,True,
Pamela Nixon,pamelanixon@yahoo.com,+4428 9018 0712,89,90,True,
Patrick Jennings,patrickjennings@yahoo.com,+44191 496 0700,85,74,True,
Patrick Hamilton,patrickhamilton@yahoo.com,(0909)8790735,87,74,True,
Adrian Baker,adrianbaker@yahoo.com,+44131 496 0944,53,66,False,Low score and Low attendance
Mary Lee,marylee@gmail.com,0114 4960197,69,73,True,
Elliot Harrison,elliotharrison@hotmail.com,+44(0)1214960454,77,94,True,
Hayley Young,hayleyyoung@gmail.com,+44(0)117 4960789,84,92,True,
Julian Houghton,julianhoughton@hotmail.com,(0118) 496 0626,54,78,False,Low score
Wayne King,wayneking@gmail.com,01184960572,79,84,True,
Jill Martin,jillmartin@hotmail.com,+44(0)28 9018 0335,61,69,False,Low attendance
Jeremy Thomas,jeremythomas@hotmail.com,+44(0)20 7496 0335,54,90,False,Low score
Stuart Kaur,stuartkaur@yahoo.com,+44(0)8081570459,75,80,True,
Daniel Harper,danielharper@hotmail.com,+448081570220,96,93,True,
Julia Dean,juliadean@gmail.com,+44(0)117 496 0337,52,97,False,Low score
Albert Gray,albertgray@hotmail.com,01632 960 526,58,89,False,Low score
Brenda Yates,brendayates@yahoo.com,+44131 4960669,58,100,False,Low score
Andrew Lane,andrewlane@gmail.com,01632 960 618,81,98,True,
Russell Akhtar,russellakhtar@yahoo.com,+44117 4960056,58,78,False,Low score
Mohamed Powell,mohamedpowell@hotmail.com,(0306)9990521,100,93,True,
Hilary Osborne,hilaryosborne@yahoo.com,+44(0)3069990237,94,76,True,
Danny Henderson,dannyhenderson@yahoo.com,(0131)4960602,52,89,False,Low score
Dawn Bull,dawnbull@gmail.com,+44113 4960372,62,91,True,
Jeremy Shaw,jeremyshaw@yahoo.com,(029) 2018072,62,84,True,
Clare Fletcher,clarefletcher@hotmail.com,+448081570184,57,91,False,Low score
Alan Dodd,alandodd@yahoo.com,+441314960633,88,96,True,
Amanda Mitchell,amandamitchell@yahoo.com,(0306) 999 0617,53,71,False,Low score
Glen Brown,glenbrown@hotmail.com,+44(0)191 4960970,99,74,True,
Martin Stevens,martinstevens@yahoo.com,+44(0)1632 960 925,92,84,True,
Mohamed Hayward,mohamedhayward@yahoo.com,01514960215,58,85,False,Low score
Ann West,annwest@hotmail.com,0115 4960881,74,94,True,
Angela Powell,angelapowell@hotmail.com,0116 496 0182,60,94,True,
Gordon Green,gordongreen@hotmail.com,(0141)4960504,74,78,True,
Ellie Khan,elliekhan@yahoo.com,01514960847,84,74,True,
Stuart Mason,stuartmason@hotmail.com,+44161 496 0369,67,89,True,
Andrew Ward,andrewward@gmail.com,+441174960583,77,99,True,
Damien Murphy,damienmurphy@gmail.com,0114 4960569,85,71,True,
Roger Elliott,rogerelliott@yahoo.com,(0141) 4960154,61,94,True,
Derek McKenzie,derekmckenzie@gmail.com,+44(0)29 2018082,83,85,True,
Kimberley Patel,kimberleypatel@hotmail.com,+44114 4960891,70,65,False,Low attendance
Daniel Bradley,danielbradley@gmail.com,+4420 74960657,92,85,True,
Stephen Simpson,stephensimpson@hotmail.com,+44(0)141 496 0016,80,85,True,
Andrea Kirby,andreakirby@gmail.com,+44(0)115 496 0532,68,71,True,
Sandra Davies,sandradavies@gmail.com,+44151 496 0952,66,71,True,
Sandra Craig,sandracraig@gmail.com,+44(0)121 4960061,97,76,True,
Mathew Nolan,mathewnolan@hotmail.com,(0116)4960440,84,94,True,
Denise Jones,denisejones@yahoo.com,+44115 496 0123,93,73,True,
Joanne Sharp,joannesharp@hotmail.com,+44(0)114 496 0913,57,81,False,Low score
Ruth Turner,ruthturner@gmail.com,(0191) 496 0076,66,90,True,
Scott Todd,scotttodd@gmail.com,0121 4960436,73,66,False,Low attendance
Hayley Pearson,hayleypearson@hotmail.com,(0191) 496 0751,56,68,False,Low score and Low attendance
Christine Turner,christineturner@yahoo.com,020 7946 0722,82,73,True,
