name,email,phone,score,attendance,passed,dropped_reason
Denise Roberts,deniseroberts@hotmail.com,+44(0)3069990543,95,85,True,
Rhys Hutchinson,rhyshutchinsonZ@gmail.com,(020)74960286,65,65,False,Low attendance
Jodie Murray,jodiemurray@hotmail.com,+44(0)1632 960592,88,92,True,
Beth Brown,bethbrown@gmail.com,+44131 4960451,66,96,True,
Zoe Page,zoepage@gmail.com,(0118) 496 0555,65,90,True,
Abbie West,abbiewest@gmail.com,0151 496 0790,83,88,True,
Sharon Gray,sharongray@yahoo.com,+44161 4960709,79,87,True,
Helen Berry,helenberry@hotmail.com,+441164960805,59,91,False,Low score
Tracy Thomson,tracythomson@yahoo.com,(0191) 4960773,80,78,True,
Hollie Lloyd,hollielloyd@yahoo.com,+44(0)115 496 0441,88,84,True,
Bryan Green,bryangreen@hotmail.com,+44(0)20 74960125,77,92,True,
Cheryl Chapman,cherylchapman@gmail.com,(0141) 496 0003,66,85,True,
Barbara Thomson,barbarathomson@gmail.com,0115 4960330,68,99,True,
Brett Smith,brettsmith@yahoo.com,(0121) 4960886,65,87,True,
Adam Walker,adamwalker@yahoo.com,(028)9018579,63,67,False,Low attendance
Frederick Cooper,frederickcooper@gmail.com,+441314960409,78,80,True,
Douglas Williams,douglaswilliams@gmail.com,+441174960671,74,79,True,
Jane Lee,janelee@gmail.com,+4429 2018 0566,88,79,True,
Leah Rhodes,leahrhodes@gmail.com,+441174960673,70,71,True,
Vincent Hill,vincenthill@gmail.com,+44(0)306 999 0880,88,67,False,Low attendance
George Greenwood,georgegreenwood@yahoo.com,0114 496 0834,54,95,False,Low score
Steven Iqbal,steveniqbal@gmail.com,+443069990511,67,80,True,
Tracy Ryan,tracyryan@yahoo.com,020 74960695,54,87,False,Low score
Wayne Payne,waynepayne@yahoo.com,0115 4960010,86,86,True,
William Owens,williamowens@gmail.com,03069990412,82,93,True,
Michelle Evans,michelleevans@hotmail.com,(0306)9990303,74,97,True,
Amanda Wood,amandawood@yahoo.com,+44(0)118 496 0964,56,71,False,Low score
Joe Matthews,joematthews@hotmail.com,(0808) 1570869,98,74,True,
Charlene Davies,charlenedavies@hotmail.com,0909 879 0066,69,87,True,
Lindsey Griffin,lindseygriffin@hotmail.com,0116 496 0261,58,68,False,Low score and Low attendance
Naomi Holmes,naomiholmes@gmail.com,(020)74960447,99,71,True,
Christine Miller,christinemiller@gmail.com,+44(0)1632 960 149,73,83,True,
Justin Kelly,justinkelly@hotmail.com,+44(0)289018521,91,81,True,
Nicole Ball,nicoleball@hotmail.com,+44(0)113 496 0747,75,69,False,Low attendance
Charlotte Cartwright,charlottecartwright@gmail.com,0161 496 0402,83,69,False,Low attendance
Emma Burgess,emmaburgess@gmail.com,03069990911,94,90,True,
Brandon Collins,brandoncollins@hotmail.com,(0131) 496 0887,93,82,True,
Chelsea Williams,chelseawilliams@hotmail.com,+44131 496 0383,63,91,True,
Jeffrey Cooper,jeffreycooper@hotmail.com,+44117 496 0203,93,67,False,Low attendance
Sophie Jones,sophiejones@gmail.com,+44(0)1632 960298,66,75,True,
Barry Jones,barryjones@yahoo.com,(020) 7496 0248,86,84,True,
Norman Savage,normansavage@hotmail.com,+44(0)9098790706,51,84,False,Low score
Sophie Wilson,sophiewilson@gmail.com,+44116 4960493,61,66,False,Low attendance
Christine Knowles,christineknowles@yahoo.com,(028) 9018 0193,98,65,False,Low attendance
Eric James,ericjames@hotmail.com,0808 157 0611,73,74,True,
Gemma Hewitt,gemmahewitt@gmail.com,(0808) 157 0020,75,77,True,
Stephen Moore,stephenmoore@yahoo.com,(0151) 4960147,91,90,True,
John Rose,johnrose@gmail.com,0131 4960306,85,66,False,Low attendance
Kevin Rogers,kevinrogers@hotmail.com,0116 496 0634,67,73,True,
Annette Evans,annetteevans@hotmail.com,(0808)1570235,65,96,True,
Leslie Harvey,leslieharvey@hotmail.com,+44(0)28 9018 0313,63,77,True,
Denis Cooper,deniscooper@hotmail.com,0114 496 0497,66,88,True,
Stanley Harding,stanleyharding@gmail.com,(0191) 4960166,93,70,True,
Ross Hartley,rosshartley@hotmail.com,(0808) 1570768,54,82,False,Low score
Ben Osborne,benosborne@gmail.com,(0808) 1570167,68,66,False,Low attendance
Sean Ashton,seanashton@yahoo.com,0113 4960299,71,82,True,
Pauline Osborne,paulineosborne@yahoo.com,(0808)1570405,83,67,False,Low attendance
