name,email,phone,score,attendance,passed,dropped_reason
Leah Payne,leahpayne@hotmail.com,+44(0)1632 960 448,89,100,True,
Lesley Stewart,lesleystewart@yahoo.com,0191 498 0920,60,76,True,
Jodie Ward,jodieward@yahoo.com,(029) 2018 0612,57,72,False,Low score
Antony Hughes,antonyhughes@gmail.com,+44118 4960538,86,79,True,
Sam Stephens,samstephens@yahoo.com,+44(0)2074960136,70,75,True,
Claire King,claireking@hotmail.com,0131 4960902,84,78,True,
Leigh Begum,leighbegum@gmail.com,01632 960 250,59,89,False,Low score
Andrew Clarke,andrewclarke@hotmail.com,+44289018274,89,94,True,
Jack Morrison,jackmorrison@yahoo.com,(0161) 496 0158,57,65,False,Low score and Low attendance
Adam Shah,adamshah@yahoo.com,+44151 4960632,97,67,False,Low attendance
Christine Bradley,christinebradley@yahoo.com,+44114 496 0494,60,97,True,
Jay Harris,jayharris@hotmail.com,029 2018 0428,91,72,True,
Charles Kennedy,charleskennedy@yahoo.com,+443069990832,95,90,True,
Julia Pratt,juliapratt@yahoo.com,+44141 496 0144,57,98,False,Low score
Geoffrey Clarke,geoffreyclarke@hotmail.com,+443069990273,72,99,True,
Kelly Perkins,kellyperkins@gmail.com,(01632)960261,68,96,True,
Gerald Robson,geraldrobson@gmail.com,0113 4960357,57,72,False,Low score
Gregory Jones,gregoryjones@yahoo.com,(0808)1570899,69,72,True,
Jacob Hancock,jacobhancock@gmail.com,+44118 496 0309,66,83,True,
Dorothy Watts,dorothywatts@yahoo.com,0191 498 0073,57,100,False,Low score
Dennis Green,dennisgreen@gmail.com,+44(0)20 7496 0162,78,66,False,Low attendance
Leslie Day,leslieday@gmail.com,+44808 157 0535,70,78,True,
Lydia Russell,lydiarussell@gmail.com,01134960079,88,99,True,
Marc Johnson,marcjohnson@gmail.com,+44113 4960632,79,65,False,Low attendance
Ann Parsons,annparsons@yahoo.com,+44116 496 0496,56,72,False,Low score
Francis Wilkins,franciswilkins@gmail.com,+44808 1570987,76,98,True,
Stephanie Davies,stephaniedavies@gmail.com,+44(0)29 2018 0850,90,71,True,
Charlie White,charliewhite@hotmail.com,0161 4960837,70,73,True,
Francis Hall,francishall@hotmail.com,+44121 496 0825,68,90,True,
Leon Bird,leonbird@hotmail.com,0114 4960614,66,71,True,
Harriet Boyle,harrietboyle@gmail.com,(0808) 1570858,63,94,True,
Judith Chapman,judithchapman@yahoo.com,+44289018320,81,99,True,
Katy West,katywest@hotmail.com,+44(0)114 496 0097,56,93,False,Low score
Russell Ross,russellross@hotmail.com,(0131) 496 0375,75,98,True,
Yvonne Bishop,yvonnebishop@gmail.com,+441632 960098,64,87,True,
Glenn White,glennwhite@hotmail.com,+44(0)29 2018715,69,88,True,
Sara Crawford,saracrawford@gmail.com,0131 4960207,93,73,True,
Tom Evans,tomevans@hotmail.com,+44(0)289018070,55,79,False,Low score
Susan Cook,susancook@yahoo.com,(0113)4960429,50,74,False,Low score
Ashley Fisher,ashleyfisher@gmail.com,0121 496 0883,56,77,False,Low score
Sandra Nelson,sandranelson@hotmail.com,+44(0)115 496 0733,57,67,False,Low score and Low attendance
Dylan Porter,dylanporter@yahoo.com,+44115 496 0948,78,82,True,
Shaun Ahmed,shaunahmed@gmail.com,+44(0)20 7496 0824,97,68,False,Low attendance
Justin King,justinking@gmail.com,+44116 4960024,69,97,True,
Nicholas Ali,nicholasali@hotmail.com,(020)74960438,91,92,True,
Hilary Perry,hilaryperry@yahoo.com,(0191)4960242,78,81,True,
Conor Atkinson,conoratkinson@hotmail.com,0114 4960677,91,83,True,
Susan Young,susanyoung@hotmail.com,+44(0)909 879 0913,64,96,True,
Lynne West,lynnewest@yahoo.com,+44151 4960600,73,97,True,
Alexandra Cook,alexandracook@yahoo.com,+44(0)118 496 0829,62,68,False,Low attendance
Adrian Robertson,adrianrobertson@hotmail.com,0141 496 0122,61,76,True,
Anne Barker,annebarker@gmail.com,01164960529,98,85,True,
Hollie Howarth,holliehowarth@hotmail.com,0292018939,73,100,True,
Heather Lord,heatherlord@gmail.com,01134960004,92,99,True,
Francesca Williams,francescawilliams@hotmail.com,+44(0)29 2018 0097,64,97,True,
Joseph Murphy,josephmurphy@hotmail.com,+44(0)1134960309,71,67,False,Low attendance
Allan Jones,allanjones@hotmail.com,01214960538,97,80,True,
Jack White,jackwhite@yahoo.com,(0121) 496 0457,93,74,True,
Aaron Clarke,aaronclarke@yahoo.com,0116 4960407,51,71,False,Low score
Nicole Edwards,nicoleedwards@hotmail.com,(020) 74960595,52,69,False,Low score and Low attendance
Jeremy Wong,jeremywong@hotmail.com,029 2018 0082,57,76,False,Low score
Stephanie Duncan,stephanieduncan@yahoo.com,01214960916,99,84,True,
Gary Pugh,garypugh@hotmail.com,+44306 999 0528,50,80,False,Low score
Joanna Hopkins,joannahopkins@yahoo.com,+44(0)909 8790816,69,77,True,
Leon Berry,leonberry@yahoo.com,(0191) 4960195,79,87,True,
Sheila Hutchinson,sheilahutchinson@hotmail.com,(0116) 4960528,64,99,True,
Amelia Singh,ameliasingh@hotmail.com,+441164960341,99,88,True,
Sharon O'Brien,sharono'brien@gmail.com,0306 9990589,88,83,True,
Carolyn Graham,carolyngraham@hotmail.com,020 74960398,57,82,False,Low score
Jodie Lawrence,jodielawrence@yahoo.com,03069990039,100,94,True,
Christian Hardy,christianhardy@gmail.com,+44115 4960866,76,78,True,
Elaine Martin,elainemartin@yahoo.com,(0131) 496 0098,89,100,True,
Bruce Morris,brucemorris@hotmail.com,+44(0)115 4960091,66,66,False,Low attendance
Gerald Hicks,geraldhicks@hotmail.com,01174960182,81,70,True,
Elliott Mitchell,elliottmitchell@gmail.com,(0306)9990206,56,72,False,Low score
Clifford Price,cliffordprice@hotmail.com,+44121 4960553,74,75,True,
Christine Bond,christinebond@hotmail.com,(0141) 4960590,55,75,False,Low score
Michael Holmes,michaelholmes@yahoo.com,+4420 7496 0844,87,98,True,
Susan King,susanking@yahoo.com,+44(0)1174960158,76,69,False,Low attendance
Terry Armstrong,terryarmstrong@gmail.com,+44(0)1632 960 174,77,90,True,
Ricky Blake,rickyblake@yahoo.com,(0113)4960285,53,80,False,Low score
Trevor Brown,trevorbrown@yahoo.com,01914960314,100,70,True,
Frank Smith,franksmithB@hotmail.com,+44(0)121 496 0322,93,72,True,
Janice Moran,janicemoran@yahoo.com,(0909) 8790831,65,100,True,
Judith Wood,judithwood@hotmail.com,+44191 496 0330,59,84,False,Low score
Anna Jackson,annajackson@yahoo.com,(0808) 1570375,56,66,False,Low score and Low attendance
Gerald Jones,geraldjones@gmail.com,0114 4960182,91,74,True,
Andrea Greenwood,andreagreenwood@yahoo.com,(0191) 4960891,57,87,False,Low score
Toby Richardson,tobyrichardson@yahoo.com,(0306)9990431,50,89,False,Low score
Howard Nicholls,howardnicholls@yahoo.com,0151 4960275,81,86,True,
Bethan Williams,bethanwilliams@gmail.com,(0113) 4960209,57,86,False,Low score
Bethany Thompson,bethanythompson@gmail.com,0116 4960247,61,73,True,
Olivia Smith,oliviasmith@yahoo.com,+44(0)191 496 0950,72,75,True,
Lewis Porter,lewisporter@gmail.com,(020) 7496 0606,58,100,False,Low score
Helen Ellis,helenellis@hotmail.com,0121 4960127,73,72,True,
Henry Wilkinson,henrywilkinson@yahoo.com,+44191 496 0031,58,86,False,Low score
Francis Benson,francisbenson@gmail.com,+44(0)1614960672,65,67,False,Low attendance
Mohammed Jones,mohammedjones@hotmail.com,+44(0)1314960885,95,65,False,Low attendance
William Barry,williambarry@gmail.com,(028)9018792,56,94,False,Low score
Neil Powell,neilpowell@gmail.com,+44(0)1154960406,75,93,True,
Tina Carter,tinacarter@hotmail.com,+44131 496 0325,50,96,False,Low score
Carolyn Brown,carolynbrown@hotmail.com,0141 4960970,89,86,True,
Clifford Riley,cliffordriley@yahoo.com,0141 4960583,99,94,True,
Katy Griffiths,katygriffiths@yahoo.com,(0114) 4960253,84,92,True,
Brett Bradley,brettbradley@gmail.com,+443069990169,61,94,True,
Mark Hill,markhill@hotmail.com,+4428 9018675,75,79,True,
Hannah Jones,hannahjones@hotmail.com,+44131 496 0989,57,94,False,Low score
