name,email,phone,score,attendance,passed,dropped_reason
Marcus Bryan,marcusbryan@yahoo.com,(0117)4960897,59,84,False,Low score
Peter Hartley,peterhartley@yahoo.com,028 9018917,65,84,True,
Brett Griffiths,brettgriffithsl@gmail.com,+44(0)1164960463,77,95,True,
Kerry Williams,kerrywilliams@gmail.com,0306 999 0322,88,66,False,Low attendance
Elizabeth Thornton,elizabeththornton@yahoo.com,(0116) 496 0629,56,90,False,Low score
Leanne Coleman,leannecoleman@gmail.com,0161 4960659,80,71,True,
Bethan Wallace,bethanwallace@hotmail.com,+44(0)1174960076,62,69,False,Low attendance
Jay Green,jaygreen@hotmail.com,+44(0)114 496 0280,89,85,True,
Damien Reed,damienreed@yahoo.com,+44(0)117 4960461,87,91,True,
Colin Stewart,colinstewart@yahoo.com,+44808 157 0738,73,79,True,
Lorraine Jones,lorrainejones@yahoo.com,(0151)4960296,95,85,True,
Bethany Dunn,bethanydunn@hotmail.com,+44(0)3069990149,72,99,True,
Carol Green,carolgreen@gmail.com,0151 496 0512,52,94,False,Low score
Francesca Gray,francescagray@yahoo.com,+443069990654,50,90,False,Low score
Jane Khan,janekhan@gmail.com,0121 496 0581,54,85,False,Low score
Wendy Dickinson,wendydickinson@hotmail.com,+44(0)1214960092,56,70,False,Low score
Graham Parker,grahamparker@yahoo.com,+44808 1570642,73,92,True,
Alison Scott,alisonscott@hotmail.com,+44(0)1214960754,97,99,True,
Paula Smith,paulasmith@hotmail.com,+44(0)161 496 0939,50,95,False,Low score
Amy Walker,amywalker@gmail.com,+44(0)116 4960976,96,77,True,
Holly White,hollywhite@hotmail.com,+44(0)1632960702,81,78,True,
Rita Herbert,ritaherbert@hotmail.com,(0151)4960736,95,88,True,
Gerald Dawson,geralddawson@gmail.com,+441154960418,77,72,True,
Norman Ashton,normanashton@yahoo.com,+44(0)1164960770,97,72,True,
Jasmine Chapman,jasminechapman@yahoo.com,+4429 2018 0339,55,86,False,Low score
Pamela Walker,pamelawalker@yahoo.com,+441632 960 303,71,91,True,
Louise Walsh,louisewalsh@gmail.com,+44(0)191 4960990,66,99,True,
Gavin Jackson,gavinjackson@gmail.com,(0115) 496 0832,58,97,False,Low score
Kelly Burns,kellyburns@hotmail.com,(0151)4960986,81,82,True,
Jacqueline Richards,jacquelinerichards@yahoo.com,(0909) 879 0064,57,100,False,Low score
Kathryn Gardiner,kathryngardiner@gmail.com,+44(0)9098790035,99,82,True,
John Hill,johnhill@hotmail.com,0121 4960554,69,78,True,
Leonard Naylor,leonardnaylor@hotmail.com,+44(0)1174960600,63,99,True,
Jessica Smith,jessicasmith@hotmail.com,+44(0)808 1570642,99,74,True,
Julia Hopkins,juliahopkins@yahoo.com,(029)2018310,54,89,False,Low score
Michael White,michaelwhite@hotmail.com,(0151)4960174,63,70,True,
Adrian Foster,adrianfoster@hotmail.com,0121 496 0410,97,82,True,
Natasha Goddard,natashagoddard@yahoo.com,+44(0)141 4960698,77,84,True,
Stephanie Davis,stephaniedavis@hotmail.com,0131 496 0758,66,86,True,
Melanie Gardner,melaniegardner@yahoo.com,+44(0)151 496 0059,87,70,True,
Victoria Barton,victoriabarton@gmail.com,+44(0)28 9018587,73,98,True,
Graham Oliver,grahamoliver@gmail.com,+4429 2018180,89,89,True,
Sam Williams,samwilliams@yahoo.com,+44(0)116 496 0641,91,70,True,
Gregory Turner,gregoryturner@gmail.com,(028) 9018 0778,62,95,True,
Gerard Jones,gerardjones@yahoo.com,(01632) 960516,72,78,True,
Rebecca Harper,rebeccaharper@gmail.com,(0118) 4960815,97,85,True,
Julian Schofield,julianschofield@yahoo.com,+441614960702,82,74,True,
Jean Hardy,jeanhardy@yahoo.com,01144960902,51,82,False,Low score
Jessica Walker,jessicawalker@yahoo.com,0131 4960761,85,80,True,
Matthew Shepherd,matthewshepherd@gmail.com,+441632960232,95,69,False,Low attendance
Rebecca Davies,rebeccadavies@hotmail.com,(0141)4960593,77,70,True,
Joshua Armstrong,joshuaarmstrong@yahoo.com,0909 8790563,59,95,False,Low score
Raymond Webb,raymondwebb@gmail.com,01184960594,56,70,False,Low score
Jean Donnelly,jeandonnelly@hotmail.com,01514960231,51,87,False,Low score
Simon Atkinson,simonatkinson@hotmail.com,+44(0)909 8790969,84,91,True,
Tracey Holt,traceyholt@yahoo.com,(0113) 496 0390,58,97,False,Low score
Judith Dale,judithdale@gmail.com,01632960235,79,81,True,
Frances Green,francesgreen@hotmail.com,0115 496 0566,81,79,True,
Chloe Thompson,chloethompson@yahoo.com,+441514960312,55,96,False,Low score
Elliot Scott,elliotscott@yahoo.com,01414960332,85,92,True,
Barry Turnbull,barryturnbull@gmail.com,(0115)4960946,85,85,True,
Lynda Douglas,lyndadouglas@gmail.com,01214960145,58,96,False,Low score
