name,email,phone,score,attendance,passed,dropped_reason
Dale Thomas,dalethomas@gmail.com,+4420 74960949,86,98,True,
Albert Mann,albertmann@gmail.com,+44113 4960303,59,93,False,Low score
Christian Rowe,christianrowe@gmail.com,+4429 2018 0775,62,100,True,
Nigel Miah,nigelmiah@hotmail.com,+44(0)117 4960722,77,90,True,
Marion Skinner,marionskinner@hotmail.com,+44(0)1632 960194,89,90,True,
Hannah Gray,hannahgray@gmail.com,+44(0)1632960953,94,96,True,
Francesca Bennett,francescabennett@gmail.com,0131 496 0604,50,74,False,Low score
Yvonne Russell,yvonnerussell@gmail.com,(0191) 4960353,92,67,False,Low attendance
Hollie Conway,hollieconway@yahoo.com,(029)2018050,61,78,True,
Emma Jenkins,emmajenkins@yahoo.com,+44114 4960289,71,65,False,Low attendance
Abdul Cooper,abdulcooper@yahoo.com,+44(0)1632 960 496,96,71,True,
Lynne Davies,lynnedavies@hotmail.com,(0161) 496 0988,74,79,True,
Jake Perkins,jakeperkins@gmail.com,(0115)4960408,70,87,True,
Graeme Clarke,graemeclarke@yahoo.com,(020)74960348,71,71,True,
Clive Kaur,clivekaur@gmail.com,(0114)4960140,88,88,True,
Natasha Barrett,natashabarrett@gmail.com,(01632) 960 995,74,91,True,
Vanessa Dunn,vanessadunn@hotmail.com,0909 879 0269,90,66,False,Low attendance
Patricia Reid,patriciareid@yahoo.com,01214960939,86,78,True,
Peter Swift,peterswift@hotmail.com,0292018099,52,99,False,Low score
Shannon Thompson,shannonthompson@gmail.com,+441184960413,60,85,True,
Jason Chamberlain,jasonchamberlain@yahoo.com,+44191 4960274,79,77,True,
Martyn Robinson,martynrobinson@gmail.com,+44(0)909 879 0635,71,79,True,
Simon Bruce,simonbruce@yahoo.com,+44292018230,73,85,True,
Josephine Wilson,josephinewilson@hotmail.com,(0161) 4960223,98,67,False,Low attendance
Lesley Smith,lesleysmith@gmail.com,029 2018421,78,95,True,
Hollie Shaw,hollieshaw@gmail.com,0306 9990910,92,74,True,
Glen Davies,glendavies@yahoo.com,+44(0)306 9990275,100,71,True,
Roy Davies,roydavies@gmail.com,+44(0)20 74960410,91,98,True,
Martin Stephens,martinstephens@hotmail.com,0121 4960189,63,72,True,
Jack Wells,jackwells@hotmail.com,(0161) 4960576,58,77,False,Low score
Howard Hammond,howardhammond@gmail.com,01214960664,52,85,False,Low score
Karen Anderson,karenanderson@hotmail.com,+44(0)9098790173,65,87,True,
Nicola Hewitt,nicolahewitt@hotmail.com,(0114) 4960349,51,100,False,Low score
Michelle Norton,michellenorton@yahoo.com,+443069990970,83,66,False,Low attendance
Jodie Nolan,jodienolan@yahoo.com,+44151 4960740,61,100,True,
Joshua Edwards,joshuaedwards@gmail.com,0116 4960076,78,86,True,
Allan Berry,allanberry@yahoo.com,(0118) 4960981,91,88,True,
Diane Murray,dianemurray@yahoo.com,+44131 496 0324,100,92,True,
Lewis Holden,lewisholden@hotmail.com,01514960556,92,96,True,
Lynda Stanley,lyndastanley@yahoo.com,(0114) 496 0491,92,78,True,
Stewart McDonald,stewartmcdonald@gmail.com,(0115)4960637,90,91,True,
Alan Berry,alanberry@yahoo.com,+4429 2018 0219,95,92,True,
Henry Garner,henrygarner@hotmail.com,+44(0)116 4960425,95,98,True,
Joyce Carter,joycecarter@hotmail.com,+441174960383,67,71,True,
Eileen Harper,eileenharper@gmail.com,01632960602,97,66,False,Low attendance
Hazel Bennett,hazelbennett@hotmail.com,0292018345,62,92,True,
Emily Harris,emilyharris@hotmail.com,(0114) 496 0855,84,78,True,
Amy Murphy,amymurphy@yahoo.com,+44191 496 0951,93,75,True,
Julian Turner,julianturner@yahoo.com,(0115)4960757,75,87,True,
Hugh Taylor,hughtaylor@hotmail.com,+44(0)306 999 0032,87,79,True,
Mitchell Thornton,mitchellthornton@yahoo.com,+441144960179,87,95,True,
Joan Bell,joanbellS@hotmail.com,+44(0)141 4960547,68,70,True,
Kevin Alexander,kevinalexander@hotmail.com,(0909)8790407,90,94,True,
Roger Griffiths,rogergriffiths@yahoo.com,+44115 4960278,65,90,True,
Bradley Kaur,bradleykaur@hotmail.com,+441614960796,84,92,True,
Barbara Atkinson,barbaraatkinson@hotmail.com,+44808 157 0317,75,90,True,
Raymond Chamberlain,raymondchamberlain@yahoo.com,(0306) 9990676,86,69,False,Low attendance
Jennifer Butler,jenniferbutler@gmail.com,0161 496 0834,65,91,True,
Tina Cunningham,tinacunningham@yahoo.com,(0116) 4960873,70,96,True,
David Barton,davidbarton@hotmail.com,0909 879 0475,57,82,False,Low score
Jean Dodd,jeandodd@hotmail.com,+44(0)131 4960068,81,74,True,
Cameron Morgan,cameronmorgan@yahoo.com,0289018167,66,75,True,
Sylvia Hart,sylviahart@yahoo.com,(0118)4960562,53,88,False,Low score
Frances Peacock,francespeacock@yahoo.com,+44(0)121 4960391,59,99,False,Low score
Tracey Ellis,traceyellis@hotmail.com,0113 4960924,94,83,True,
Abdul Allan,abdulallan@gmail.com,01164960139,89,85,True,
Joseph Bray,josephbray@gmail.com,(0117) 496 0884,86,66,False,Low attendance
Lucy Arnold,lucyarnold@yahoo.com,+44(0)115 496 0000,78,84,True,
Gary Gardner,garygardner@hotmail.com,+44(0)1632960352,78,88,True,
Toby Greenwood,tobygreenwood@yahoo.com,+44114 496 0942,73,96,True,
Glenn Anderson,glennanderson@gmail.com,+442074960873,62,73,True,
Harry Scott,harryscott@yahoo.com,(0117) 496 0262,83,69,False,Low attendance
Timothy Booth,timothybooth@gmail.com,0131 496 0749,80,99,True,
Adrian Foster,adrianfoster@yahoo.com,+44117 4960988,79,67,False,Low attendance
John Banks,johnbanks@yahoo.com,+44(0)1174960422,72,75,True,
Allan Yates,allanyates@gmail.com,+44(0)28 9018 0464,65,98,True,
Scott Robinson,scottrobinson@hotmail.com,+441632 960 514,96,72,True,
Louis Ball,louisball@gmail.com,+44(0)9098790446,71,76,True,
Sara Stevens,sarastevens@yahoo.com,(0306)9990619,89,82,True,
Ashley Ahmed,ashleyahmed@gmail.com,028 9018835,76,73,True,
Maureen Jones,maureenjones@hotmail.com,(0191) 496 0966,98,88,True,
Owen Hall,owenhall@hotmail.com,(0117)4960477,64,93,True,
Olivia Richards,oliviarichards@gmail.com,(0306)9990624,87,68,False,Low attendance
Alison Saunders,alisonsaunders@hotmail.com,+44(0)28 9018917,77,81,True,
Brandon Adams,brandonadams@yahoo.com,+44(0)2074960295,57,92,False,Low score
Lesley Stephens,lesleystephens@yahoo.com,(0161) 4960304,64,97,True,
Rhys Godfrey,rhysgodfrey@yahoo.com,(0151) 496 0125,59,77,False,Low score
Stewart Gardner,stewartgardner@gmail.com,+44118 496 0121,77,70,True,
Phillip Archer,philliparcher@hotmail.com,+44114 4960468,82,84,True,
Ian Wright,ianwright@hotmail.com,0161 496 0712,53,82,False,Low score
Kevin Holden,kevinholden@gmail.com,+44(0)115 496 0023,87,90,True,
Robert Moore,robertmoore@hotmail.com,0808 1570971,98,65,False,Low attendance
Stewart Marshall,stewartmarshall@yahoo.com,+44909 8790027,80,70,True,
Glenn Hughes,glennhughes@yahoo.com,0114 4960372,56,99,False,Low score
Justin Lee,justinlee@hotmail.com,01614960717,50,68,False,Low score and Low attendance
Grace Watkins,gracewatkins@hotmail.com,+44(0)113 4960261,68,85,True,
Rita Bentley,ritabentley@gmail.com,01314960254,55,80,False,Low score
Michelle Williams,michellewilliams@gmail.com,(0191) 496 0293,80,91,True,
James Cook,jamescook@gmail.com,+441914960661,87,91,True,
Harriet Sanders,harrietsanders@yahoo.com,(0115)4960267,62,88,True,
Bradley Charlton,bradleycharlton@hotmail.com,+44(0)20 74960621,70,82,True,
Aimee Hilton,aimeehilton@yahoo.com,+44(0)141 496 0129,88,86,True,
Tina Chapman,tinachapman@hotmail.com,0141 496 0833,86,71,True,
Gail Robinson,gailrobinson@hotmail.com,+44(0)114 4960417,70,86,True,
Maureen Sims,maureensims@yahoo.com,+44(0)161 4960820,71,82,True,
Lynda Hopkins,lyndahopkins@yahoo.com,+44(0)808 1570503,74,76,True,
Neil Hamilton,neilhamilton@yahoo.com,+44(0)141 496 0428,69,75,True,
Ashleigh Wilkinson,ashleighwilkinson@gmail.com,+44(0)1514960267,52,80,False,Low score
Katherine Davey,katherinedavey@hotmail.com,0118 496 0904,100,96,True,
Sara Law,saralaw@gmail.com,0306 9990819,71,83,True,
Bruce Moore,brucemoore@hotmail.com,(0114) 496 0832,94,77,True,
Kimberley Dixon,kimberleydixon@gmail.com,+448081570885,85,87,True,
Reece Walsh,reecewalsh@gmail.com,+441632960708,54,91,False,Low score
Sally Turner,sallyturner@hotmail.com,(01632) 960418,88,95,True,
Laura Walker,laurawalker@gmail.com,0121 496 0484,53,92,False,Low score
Gareth Bailey,garethbailey@hotmail.com,0116 4960001,93,82,True,
Beverley Simmons,beverleysimmons@hotmail.com,0121 496 0718,78,99,True,
Ross Owens,rossowens@gmail.com,+44(0)1184960851,71,84,True,
Victoria Payne,victoriapayne@gmail.com,0115 4960158,64,95,True,
Kevin Porter,kevinporter@yahoo.com,0141 4960460,81,87,True,
Nicola Burns,nicolaburns@gmail.com,+44(0)141 496 0234,63,79,True,
Karl Morris,karlmorris@yahoo.com,0191 4960125,82,79,True,
Stephanie Ward,stephanieward@hotmail.com,+44(0)1414960516,81,81,True,
Abigail Moss,abigailmoss@hotmail.com,01614960618,64,79,True,
Adrian Jones,adrianjones@gmail.com,0118 496 0503,93,92,True,
Gillian May,gillianmay@gmail.com,+44191 496 0466,58,91,False,Low score
Gavin Heath,gavinheath@yahoo.com,(0161)4960257,75,91,True,
Jeremy Brown,jeremybrown@yahoo.com,(0116) 496 0608,53,96,False,Low score
Pamela Edwards,pamelaedwards@yahoo.com,+44(0)1144960950,80,75,True,
Alexandra Carey,alexandracarey@gmail.com,+441154960384,63,65,False,Low attendance
Rebecca Wood,rebeccawood@hotmail.com,+44(0)1632 960256,81,89,True,
Charlene Martin,charlenemartin@yahoo.com,+44808 157 0157,53,91,False,Low score
Josephine Andrews,josephineandrews@gmail.com,+44116 496 0899,62,83,True,
Owen Phillips,owenphillips@yahoo.com,(0909) 879 0178,52,76,False,Low score
Stacey Lawson,staceylawson@yahoo.com,+44(0)1614960142,80,78,True,
Jodie George,jodiegeorge@yahoo.com,(0909) 8790735,99,89,True,
Clare Field,clarefield@yahoo.com,01154960025,87,80,True,
Donald Dickinson,donalddickinson@gmail.com,+44(0)1214960790,93,79,True,
Kyle Walker,kylewalker@hotmail.com,(0306) 9990506,50,99,False,Low score
Molly Collins,mollycollins@gmail.com,0131 4960228,88,91,True,
Paula Newton,paulanewton@hotmail.com,+44(0)1632960359,83,84,True,
Victor Duffy,victorduffy@hotmail.com,+44116 496 0589,80,78,True,
Carl Baker,carlbaker@hotmail.com,+44(0)118 496 0668,83,100,True,
Heather Tucker,heathertucker@yahoo.com,(0191) 496 0963,86,89,True,
Ben Holmes,benholmes@hotmail.com,+441632 960599,100,92,True,
Hannah Mitchell,hannahmitchell@gmail.com,+441174960498,53,65,False,Low score and Low attendance
Bradley Mitchell,bradleymitchell@hotmail.com,029 2018196,73,66,False,Low attendance
Joanna Fox,joannafox@yahoo.com,(0121) 496 0242,52,82,False,Low score
Carl Stone,carlstone@yahoo.com,+44(0)117 4960189,80,81,True,
Dorothy Ford,dorothyford@yahoo.com,0121 496 0649,76,74,True,
Charlotte Daly,charlottedaly@yahoo.com,+4420 7496 0717,89,94,True,
Chloe Savage,chloesavage@gmail.com,+44(0)3069990524,92,81,True,
Joseph Webster,josephwebster@yahoo.com,+44151 4960988,66,66,False,Low attendance
Malcolm Read,malcolmread@yahoo.com,(0306)9990380,50,75,False,Low score
Kathleen Reynolds,kathleenreynolds@gmail.com,+44121 496 0142,74,83,True,
Kayleigh Smith,kayleighsmith@gmail.com,+44(0)909 8790668,57,91,False,Low score
Donna Forster,donnaforster@gmail.com,+441154960031,59,93,False,Low score
Joanne Williamson,joannewilliamson@hotmail.com,(0121) 496 0356,60,95,True,
Gerard Bentley,gerardbentley@hotmail.com,+44(0)9098790526,72,98,True,
Claire Parsons,claireparsons@yahoo.com,+44(0)1184960838,58,66,False,Low score and Low attendance
Donald Hunt,donaldhunt@gmail.com,+44(0)118 496 0675,76,79,True,
Mark Booth,markbooth@hotmail.com,+44(0)1154960469,71,78,True,
Debra Morris,debramorris@gmail.com,+44909 879 0981,89,100,True,
Vincent Bryant,vincentbryant@hotmail.com,+44(0)1154960180,85,79,True,
Geoffrey Johnson,geoffreyjohnson@hotmail.com,+44(0)29 2018430,67,99,True,
Caroline Chapman,carolinechapman@yahoo.com,+44115 496 0036,64,84,True,
Aaron Hawkins,aaronhawkins@gmail.com,0909 879 0534,55,72,False,Low score
Toby Reid,tobyreid@hotmail.com,01632 960 643,91,76,True,
Kelly Yates,kellyyates@yahoo.com,+44151 4960348,53,72,False,Low score
Mandy Reynolds,mandyreynolds@hotmail.com,+441164960207,84,86,True,
Billy O'Neill,billyo'neill@yahoo.com,+44114 4960411,68,70,True,
Mohamed Baker,mohamedbaker@gmail.com,+44(0)118 496 0854,57,100,False,Low score
Hayley Marshall,hayleymarshall@hotmail.com,+44121 4960110,75,87,True,
Carl Davies,carldavies@gmail.com,01134960860,53,81,False,Low score
Cameron Miller,cameronmiller@yahoo.com,+441184960620,65,78,True,
Karen Woodward,karenwoodward@yahoo.com,+44808 1570649,70,83,True,
Hugh Booth,hughbooth@gmail.com,(0117) 4960833,83,69,False,Low attendance
Barry Dodd,barrydodd@gmail.com,(0141) 496 0081,62,97,True,
Danielle Ali,danielleali@yahoo.com,+441632960099,90,76,True,
Kirsty Hayward,kirstyhayward@hotmail.com,+44191 496 0542,52,71,False,Low score
Dylan Harrison,dylanharrison@hotmail.com,+441614960338,55,65,False,Low score and Low attendance
Amy Arnold,amyarnold@gmail.com,+4428 9018 0483,68,69,False,Low attendance
Joyce Fisher,joycefisher@hotmail.com,(0117)4960865,57,67,False,Low score and Low attendance
Amelia Sullivan,ameliasullivan@yahoo.com,(028) 9018042,96,98,True,
Alan Knight,alanknight@yahoo.com,0114 4960611,82,94,True,
Sharon Rogers,sharonrogers@hotmail.com,01514960347,58,73,False,Low score
Damien Price,damienprice@yahoo.com,+443069990732,84,92,True,
Alex O'Brien,alexo'brien@hotmail.com,+44(0)1414960741,50,76,False,Low score
Kathryn Martin,kathrynmartin@hotmail.com,(0161)4960365,71,81,True,
Stuart Thompson,stuartthompson@yahoo.com,0909 879 0099,69,100,True,
Brian Murray,brianmurray@gmail.com,0161 4960946,95,91,True,
Abdul Bennett,abdulbennett@gmail.com,+441414960571,50,94,False,Low score
Marian Wallis,marianwallis@gmail.com,(01632) 960 682,98,68,False,Low attendance
William Scott,williamscott@yahoo.com,+44151 496 0923,61,95,True,
