name,email,phone,score,attendance,passed,dropped_reason
Cameron Wells,cameronwells@yahoo.com,020 74960244,83,95,True,
Martyn Bruce,martynbruce@yahoo.com,(0808) 1570350,64,81,True,
Jay Warren,jaywarren@hotmail.com,+44(0)131 496 0336,69,83,True,
Albert Forster,albertforster@gmail.com,(0131) 496 0010,87,85,True,
Barbara Davis,barbaradavis@hotmail.com,(0131) 496 0574,79,70,True,
Fiona Clayton,fionaclayton@gmail.com,+44(0)141 4960395,95,79,True,
Ellie Kirk,elliekirk@yahoo.com,(0121)4960213,65,87,True,
William Smith,williamsmith@gmail.com,(0131) 4960840,70,77,True,
Declan Fox,declanfox@hotmail.com,(0117) 4960224,53,88,False,Low score
Jane Brady,janebrady@hotmail.com,+44191 496 0137,81,74,True,
Glen Parsons,glenparsons@hotmail.com,0114 4960832,88,99,True,
Christine Dickinson,christinedickinson@hotmail.com,+4429 2018611,65,75,True,
Julia Flynn,juliaflynn@hotmail.com,+441164960922,61,79,True,
Richard Clark,richardclark@yahoo.com,+44(0)141 4960152,76,97,True,
Francesca White,francescawhite@yahoo.com,+44(0)151 496 0035,79,71,True,
Leslie Morley,lesliemorley@yahoo.com,(0151)4960446,67,93,True,
Simon Mills,simonmills@gmail.com,(0118)4960679,99,67,False,Low attendance
Stewart Pope,stewartpope@hotmail.com,(0808)1570246,80,99,True,
Dennis Oliver,dennisoliver@yahoo.com,+44(0)115 496 0552,87,72,True,
Joel Thompson,joelthompson@gmail.com,+4428 9018240,89,92,True,
Joe Walsh,joewalsh@yahoo.com,(0116) 4960217,70,83,True,
June Webb,junewebb@gmail.com,(0131)4960840,54,73,False,Low score
Trevor Storey,trevorstorey@hotmail.com,+441632 960862,52,69,False,Low score and Low attendance
Helen Brown,helenbrown@gmail.com,+44(0)191 4960123,91,78,True,
Jemma Arnold,jemmaarnold@hotmail.com,+44161 496 0597,92,86,True,
Martyn Phillips,martynphillips@hotmail.com,+441214960505,95,86,True,
Bethan O'Sullivan,bethano'sullivan@hotmail.com,+44114 496 0657,70,67,False,Low attendance
Garry Lewis,garrylewis@gmail.com,(020) 74960638,73,69,False,Low attendance
Victor Wilson,victorwilson@yahoo.com,(0114) 4960764,69,100,True,
Jack Parker,jackparker@yahoo.com,+44121 4960852,72,81,True,
Richard Chamberlain,richardchamberlain@yahoo.com,+44161 4960393,64,76,True,
Elliot Singh,elliotsingh@hotmail.com,+448081570607,92,77,True,
Jayne Morris,jaynemorris@hotmail.com,+44(0)1154960223,98,76,True,
Trevor Lawrence,trevorlawrence@gmail.com,(0909)8790315,95,67,False,Low attendance
Samuel Mitchell,samuelmitchell@gmail.com,03069990625,70,98,True,
Ben Lawson,benlawson@gmail.com,01614960559,63,96,True,
Grace Davis,gracedavis@gmail.com,0151 496 0281,64,67,False,Low attendance
Dean White,deanwhite@hotmail.com,+44(0)141 496 0850,86,88,True,
Glenn Williams,glennwilliams@yahoo.com,+441632 960 222,66,73,True,
Christian Davey,christiandavey@gmail.com,+44(0)141 4960383,51,93,False,Low score
Carolyn Armstrong,carolynarmstrong@gmail.com,+44(0)808 157 0068,81,79,True,
Roy Blackburn,royblackburn@hotmail.com,(0116) 496 0541,57,90,False,Low score
Danny Gallagher,dannygallagher@hotmail.com,(0161) 4960231,53,83,False,Low score
Louise Pritchard,louisepritchard@yahoo.com,+44292018134,63,98,True,
Ian Miller,ianmiller@hotmail.com,+44(0)117 4960739,92,67,False,Low attendance
Gregory Jones,gregoryjonesG@yahoo.com,+44808 1570129,79,83,True,
Reece Smith,reecesmith7@hotmail.com,+441614960340,57,100,False,Low score
Jacob Slater,jacobslater@gmail.com,+44(0)131 496 0584,62,77,True,
Grace Thomas,gracethomas@yahoo.com,(020) 74960951,89,85,True,
Catherine Harris,catherineharris@gmail.com,(020) 7496 0801,72,89,True,
Aimee Jenkins,aimeejenkins@yahoo.com,(0113) 4960732,66,96,True,
Chelsea Blake,chelseablake@yahoo.com,+44117 496 0946,59,93,False,Low score
Shirley Gallagher,shirleygallagher@gmail.com,(0909) 879 0010,52,80,False,Low score
Craig Jones,craigjones@hotmail.com,(01632) 960 488,100,85,True,
