name,email,phone,score,attendance,passed,dropped_reason
Barry Norman,barrynorman@hotmail.com,(0306) 999 0206,62,69,False,Low attendance
Leigh Roberts,leighroberts@gmail.com,0131 496 0198,71,70,True,
Tom Burke,tomburke@hotmail.com,(0116) 496 0715,52,74,False,Low score
Charles Chapman,charleschapman@yahoo.com,+44121 4960797,60,78,True,
Denis Hall,denishall@yahoo.com,+44(0)1414960198,99,100,True,
Carole Ashton,caroleashton@hotmail.com,(020)74960718,50,76,False,Low score
Dominic Morris,dominicmorris@gmail.com,+4420 7496 0216,85,92,True,
Ross Brown,rossbrown@yahoo.com,0808 157 0890,87,77,True,
Denis Moore,denismoore@gmail.com,+44(0)1174960843,87,67,False,Low attendance
Frank Mitchell,frankmitchell@yahoo.com,028 9018498,89,87,True,
Mitchell Ahmed,mitchellahmed@yahoo.com,020 74960494,59,100,False,Low score
Christine Taylor,christinetaylor@hotmail.com,0151 496 0896,67,76,True,
Sophie Fry,sophiefry@hotmail.com,+44306 999 0152,97,72,True,
Judith Daly,judithdaly@yahoo.com,+441514960921,69,85,True,
Jeffrey Bell,jeffreybell@hotmail.com,0151 4960013,91,67,False,Low attendance
Hugh Bennett,hughbennett@hotmail.com,0121 4960682,80,96,True,
Barry Curtis,barrycurtis@gmail.com,020 74960780,66,99,True,
Stephanie Patterson,stephaniepatterson@hotmail.com,+44(0)1134960624,78,100,True,
Paula Adams,paulaadams@hotmail.com,+44(0)121 4960478,58,92,False,Low score
Jill Higgins,jillhiggins@gmail.com,+44808 1570037,79,71,True,
Clifford Jones,cliffordjones@gmail.com,+44(0)1632 960 142,80,100,True,
Steven Day,stevenday@hotmail.com,+44(0)289018506,80,100,True,
Kathryn Wright,kathrynwright@hotmail.com,+44(0)808 157 0008,88,77,True,
Hilary Baker,hilarybaker@gmail.com,+44(0)20 74960905,70,71,True,
Leanne Brown,leannebrown@hotmail.com,+44(0)1154960460,76,91,True,
Melanie Evans,melanieevans@yahoo.com,+441914960320,88,69,False,Low attendance
Bethany Evans,bethanyevans@gmail.com,(0141)4960852,50,98,False,Low score
Lawrence Atkinson,lawrenceatkinson@yahoo.com,+44113 4960073,64,81,True,
Nicole Byrne,nicolebyrne@gmail.com,+44(0)808 1570806,89,84,True,
Colin Hughes,colinhughes@gmail.com,+44(0)141 4960623,55,92,False,Low score
Philip Wood,philipwood@yahoo.com,+441174960616,66,75,True,
Michael Smith,michaelsmith@hotmail.com,(0131) 4960760,67,67,False,Low attendance
Norman Thompson,normanthompson@hotmail.com,(0113)4960798,72,95,True,
Samantha Price,samanthaprice@yahoo.com,+44289018202,88,74,True,
Debra Powell,debrapowell@gmail.com,+44(0)29 2018000,64,98,True,
Sylvia Parker,sylviaparker@yahoo.com,+44(0)118 496 0743,77,92,True,
Christine Hall,christinehall@gmail.com,(0115) 4960433,73,72,True,
Jeremy Chan,jeremychan@hotmail.com,0113 4960607,54,81,False,Low score
Harry Lynch,harrylynch@hotmail.com,0306 999 0830,93,83,True,
Ashleigh Gallagher,ashleighgallagher@yahoo.com,+44(0)1632 960818,77,72,True,
Daniel Rowley,danielrowley@gmail.com,+44(0)3069990714,60,66,False,Low attendance
Charles Barlow,charlesbarlow@yahoo.com,0113 496 0421,61,70,True,
Gemma Barker,gemmabarker@hotmail.com,(029)2018868,90,83,True,
Tracey Richardson,traceyrichardson@hotmail.com,0808 1570574,59,70,False,Low score
Tracey Tucker,traceytucker@yahoo.com,(0113)4960793,75,77,True,
Danielle Hanson,daniellehanson@yahoo.com,028 9018 0046,58,67,False,Low score and Low attendance
Joanne Johnson,joannejohnson@gmail.com,+44161 496 0068,77,69,False,Low attendance
Harry Bowen,harrybowen@gmail.com,+44(0)292018815,82,82,True,
Kayleigh Gibson,kayleighgibson@hotmail.com,+44116 4960384,69,66,False,Low attendance
Marcus Davison,marcusdavison@hotmail.com,(0117) 496 0925,64,92,True,
Carl Kennedy,carlkennedy@hotmail.com,+44(0)116 496 0434,74,88,True,
Geraldine Anderson,geraldineanderson@hotmail.com,(0115) 4960322,50,90,False,Low score
Jack Davies,jackdavies@yahoo.com,01184960912,81,93,True,
Rachael Farmer,rachaelfarmer@hotmail.com,+44306 9990943,51,67,False,Low score and Low attendance
Zoe Baldwin,zoebaldwin@yahoo.com,+44(0)289018318,98,85,True,
Gavin Russell,gavinrussell@yahoo.com,(01632) 960840,71,72,True,
Jessica Thompson,jessicathompsonF@gmail.com,(0117) 4960559,95,86,True,
Lynn Lewis,lynnlewis@gmail.com,+44(0)116 4960341,82,84,True,
Terence Lawrence,terencelawrence@yahoo.com,(0306) 999 0039,54,80,False,Low score
Leanne Baxter,leannebaxter@hotmail.com,+44141 496 0555,69,66,False,Low attendance
Maria Peacock,mariapeacock@yahoo.com,+442074960052,90,79,True,
Anthony Davies,anthonydavies@yahoo.com,+44(0)161 496 0960,61,91,True,
Garry Collins,garrycollins@yahoo.com,(020) 74960426,52,70,False,Low score
Benjamin Barker,benjaminbarker@yahoo.com,01164960487,54,69,False,Low score and Low attendance
Rhys Moran,rhysmoran@hotmail.com,0115 496 0449,68,86,True,
Kerry Walters,kerrywalters@hotmail.com,+44(0)113 496 0734,68,99,True,
Janice Cunningham,janicecunningham@hotmail.com,0151 4960461,81,86,True,
Dorothy Dunn,dorothydunn@gmail.com,0121 496 0112,63,68,False,Low attendance
Billy Freeman,billyfreeman@hotmail.com,+44(0)117 4960755,69,73,True,
Clifford Gibbs,cliffordgibbs@gmail.com,+44121 496 0061,93,74,True,
Teresa Webster,teresawebster@hotmail.com,0121 4960921,61,83,True,
Rebecca Blake,rebeccablake@yahoo.com,(0117) 4960091,84,75,True,
Nicholas Swift,nicholasswift@hotmail.com,+441314960396,64,83,True,
Deborah Williams,deborahwilliams@gmail.com,0115 496 0619,100,74,True,
Mathew Webb,mathewwebb@gmail.com,+44808 1570318,94,74,True,
Donna Jackson,donnajackson@yahoo.com,+44131 496 0041,93,93,True,
