name,email,phone,score,attendance,passed,dropped_reason
Arthur Edwards,arthuredwards@gmail.com,+4420 7496 0318,78,87,True,
Lisa Cartwright,lisacartwright@gmail.com,+44113 496 0734,92,76,True,
Jordan Parkin,jordanparkin@hotmail.com,+44(0)131 4960849,71,98,True,
Nicola Patel,nicolapatel@hotmail.com,(0117) 4960257,53,94,False,Low score
Thomas Green,thomasgreen@gmail.com,+44191 496 0396,93,76,True,
Dylan Smith,dylansmith@yahoo.com,+44(0)28 9018756,53,89,False,Low score
Lynda Watson,lyndawatson@yahoo.com,(029)2018136,67,74,True,
Fiona Holmes,fionaholmes@hotmail.com,+44(0)306 999 0413,53,100,False,Low score
Richard French,richardfrench@hotmail.com,+44(0)1632 960998,77,100,True,
Andrew Smith,andrewsmith@hotmail.com,0306 9990051,97,75,True,
Colin Lord,colinlord@yahoo.com,(028) 9018 0994,68,65,False,Low attendance
Barbara Gilbert,barbaragilbert@yahoo.com,+441614960835,52,92,False,Low score
Mitchell Hall,mitchellhall@yahoo.com,+44113 496 0903,63,80,True,
Katie Fisher,katiefisher@hotmail.com,+44(0)141 4960436,64,78,True,
Lawrence McCarthy,lawrencemccarthy@hotmail.com,+44(0)131 4960122,53,91,False,Low score
George James,georgejames@gmail.com,(0808) 1570855,90,68,False,Low attendance
Robert Wright,robertwright@yahoo.com,(01632)960329,79,82,True,
Hilary Bradshaw,hilarybradshaw@hotmail.com,+44(0)141 496 0176,59,70,False,Low score
Amanda Austin,amandaaustin@yahoo.com,+44121 496 0679,96,67,False,Low attendance
Olivia Stewart,oliviastewart@yahoo.com,(0118) 496 0989,53,83,False,Low score
Dale Byrne,dalebyrne@hotmail.com,(0117) 4960825,98,98,True,
Owen Smith,owensmith@gmail.com,(0141)4960591,90,81,True,
Melanie Williams,melaniewilliams@gmail.com,+44121 4960712,84,97,True,
Edward Carroll,edwardcarroll@gmail.com,+441614960424,88,79,True,
Ryan Robinson,ryanrobinsonF@gmail.com,+44(0)151 496 0691,87,68,False,Low attendance
Paige Gray,paigegray@gmail.com,(0191) 4960727,58,84,False,Low score
Rebecca Knight,rebeccaknight@yahoo.com,(0306)9990173,63,82,True,
Alexandra Bond,alexandrabondz@hotmail.com,+44(0)117 496 0540,75,86,True,
Wayne Harrison,wayneharrison@gmail.com,+44(0)28 9018298,85,100,True,
Mohammad Lewis,mohammadlewis@yahoo.com,+44118 4960759,92,100,True,
Eileen Doherty,eileendoherty@hotmail.com,0113 496 0072,74,68,False,Low attendance
Raymond Smith,raymondsmith@yahoo.com,01164960893,67,65,False,Low attendance
Roger Lane,rogerlane@yahoo.com,02074960696,67,82,True,
Nigel Miller,nigelmiller@gmail.com,01144960122,57,87,False,Low score
Jonathan Bray,jonathanbray@hotmail.com,01632 960 992,90,86,True,
Louis Watson,louiswatson@hotmail.com,+44808 1570111,60,89,True,
Marilyn Hewitt,marilynhewitt@gmail.com,(0141) 4960958,92,87,True,
Ian Martin,ianmartin@hotmail.com,(0115) 496 0658,79,78,True,
Jeffrey Hyde,jeffreyhyde@hotmail.com,(029) 2018693,55,90,False,Low score
Chelsea Richards,chelsearichards@hotmail.com,+44114 4960263,51,74,False,Low score
Derek Moss,derekmoss@hotmail.com,+44(0)9098790331,51,66,False,Low score and Low attendance
Yvonne Newton,yvonnenewton@hotmail.com,+441144960353,64,95,True,
Sheila Hicks,sheilahicks@hotmail.com,(0118) 4960842,80,74,True,
Clare Patel,clarepatel@gmail.com,+441632 960943,77,89,True,
Frank Gardner,frankgardner@gmail.com,(0191) 496 0770,58,66,False,Low score and Low attendance
Shaun Morgan,shaunmorgan@hotmail.com,(029) 2018 0326,52,95,False,Low score
Glen Thomas,glenthomas@gmail.com,+44(0)121 496 0114,68,68,False,Low attendance
Kyle Pugh,kylepugh@gmail.com,0141 4960977,80,92,True,
Aimee Goodwin,aimeegoodwin@yahoo.com,0131 496 0776,76,99,True,
Raymond Welch,raymondwelch@hotmail.com,08081570594,50,81,False,Low score
Joe Smith,joesmith@gmail.com,(0113) 4960818,71,87,True,
Michael Wheeler,michaelwheeler@yahoo.com,(0161) 496 0522,99,66,False,Low attendance
Christine Moss,christinemoss@gmail.com,+441134960812,86,67,False,Low attendance
Lisa Vaughan,lisavaughan@gmail.com,+44121 496 0268,85,71,True,
Hazel Brooks,hazelbrooks@hotmail.com,(0114) 496 0402,59,86,False,Low score
Sophie Griffiths,sophiegriffiths@yahoo.com,01614960970,67,93,True,
Lynn Owen,lynnowen@hotmail.com,01154960516,71,98,True,
Nigel Stevenson,nigelstevenson@hotmail.com,+44(0)808 1570855,93,79,True,
