name,email,phone,score,attendance,passed,dropped_reason
Gerald Hunt,geraldhunt@gmail.com,01914960825,79,74,True,
Joel Leonard,joelleonard@hotmail.com,028 9018 0352,100,95,True,
Kathryn Smith,kathrynsmith@yahoo.com,(0114) 4960915,61,76,True,
Rosemary Hudson,rosemaryhudson@yahoo.com,01632 960523,91,69,False,Low attendance
Alex Wood,alexwood@hotmail.com,0131 4960170,90,72,True,
Cheryl Jones,cheryljones@gmail.com,0116 496 0179,84,94,True,
Christian Adams,christianadams@hotmail.com,020 7946 0283,99,86,True,
Danielle Winter,daniellewinter@hotmail.com,+44(0)306 999 0756,85,71,True,
Amy Evans,amyevans@hotmail.com,0909 879 0890,79,89,True,
Kelly Robertson,kellyrobertson@yahoo.com,+449098790409,65,77,True,
Eleanor Bennett,eleanorbennett@yahoo.com,+449098790621,90,97,True,
Brett Warren,brettwarren@yahoo.com,(0114)4960099,80,89,True,
Grace Parker,graceparker@hotmail.com,(0306) 9990895,56,74,False,Low score
Kate Cox,katecox@hotmail.com,(0131) 496 0445,88,95,True,
Sam Humphreys,samhumphreys@yahoo.com,+44(0)9098790879,58,93,False,Low score
Louise Carter,louisecarter@yahoo.com,01214960826,85,82,True,
Gail Matthews,gailmatthewsK@gmail.com,0131 4960988,75,88,True,
Roger Reid,rogerreid@hotmail.com,(0114)4960502,84,66,False,Low attendance
Cameron Parker,cameronparker@gmail.com,(020) 7496 0625,75,80,True,
Elaine Wilson,elainewilson@yahoo.com,+44118 4960315,83,94,True,
Wayne Grant,waynegrant@hotmail.com,+44292018507,89,96,True,
Conor Miles,conormiles@hotmail.com,(0141) 4960373,89,73,True,
Gary Moss,garymoss@gmail.com,+4429 2018781,93,89,True,
Elliott Whittaker,elliottwhittaker@yahoo.com,028 9018 0353,65,98,True,
Pauline McDonald,paulinemcdonald@gmail.com,(0121)4960498,84,92,True,
Louise Doherty,louisedoherty@hotmail.com,(028) 9018705,50,98,False,Low score
Lawrence Houghton,lawrencehoughton@hotmail.com,08081570434,72,67,False,Low attendance
Bryan Stephens,bryanstephens@yahoo.com,(0118) 4960103,79,95,True,
Harry Wallis,harrywallis@yahoo.com,01184960268,93,100,True,
Tony Watson,tonywatson@gmail.com,(01632) 960 911,74,99,True,
