name,email,phone,score,attendance,passed,dropped_reason
Kevin Pearson,kevinpearson@gmail.com,+44(0)151 4960335,56,73,False,Low score
Lisa Clayton,lisaclayton@yahoo.com,(0151)4960666,52,68,False,Low score and Low attendance
Lydia O'Sullivan,lydiao'sullivan@hotmail.com,(0113) 4960968,51,90,False,Low score
Leah Payne,leahpayne@hotmail.com,+44(0)1632 960 448,96,77,True,
Lesley Stewart,lesleystewart@yahoo.com,0191 498 0920,99,80,True,
Jodie Ward,jodieward@yahoo.com,(029) 2018 0612,87,95,True,
Jacob Tucker,jacobtucker@yahoo.com,029 2018381,59,87,False,Low score
Alison Bird,alisonbird@yahoo.com,+44116 496 0862,89,99,True,
Antony Hughes,antonyhughes@gmail.com,+44118 4960538,87,89,True,
Robin Briggs,robinbriggs@gmail.com,+44(0)289018977,62,88,True,
Mandy Taylor,mandytaylor@yahoo.com,(029)2018685,66,99,True,
Sam Stephens,samstephens@yahoo.com,+44(0)2074960136,80,84,True,
Claire King,claireking@hotmail.com,0131 4960902,62,92,True,
Jamie Riley,jamieriley@yahoo.com,0121 496 0290,97,97,True,
Leigh Begum,leighbegum@gmail.com,01632 960 250,70,84,True,
Charlie Lee,charlielee@gmail.com,0117 496 0689,66,74,True,
Andrew Clarke,andrewclarke@hotmail.com,+44289018274,88,72,True,
Lindsey Clarke,lindseyclarke@yahoo.com,01414960206,67,76,True,
Lorraine Parker,lorraineparker@gmail.com,0306 9990381,55,98,False,Low score
Jack Morrison,jackmorrison@yahoo.com,(0161) 496 0158,94,83,True,
Ian Price,ianprice@hotmail.com,+44(0)161 4960215,51,92,False,Low score
Adam Shah,adamshah@yahoo.com,+44151 4960632,65,83,True,
Christine Bradley,christinebradley@yahoo.com,+44114 496 0494,79,73,True,
Jay Harris,jayharris@hotmail.com,029 2018 0428,80,99,True,
Charles Kennedy,charleskennedy@yahoo.com,+443069990832,71,92,True,
Julia Pratt,juliapratt@yahoo.com,+44141 496 0144,61,82,True,
Geoffrey Clarke,geoffreyclarke@hotmail.com,+443069990273,66,93,True,
Kelly Perkins,kellyperkins@gmail.com,(01632)960261,90,76,True,
Gerald Robson,geraldrobson@gmail.com,0113 4960357,73,80,True,
Gregory Jones,gregoryjones@yahoo.com,(0808)1570899,95,94,True,
Jacob Hancock,jacobhancock@gmail.com,+44118 496 0309,82,86,True,
