name,email,phone,score,attendance,passed,dropped_reason
Jayne Brown,jaynebrown@gmail.com,(0114) 4960032,85,95,True,
Tracey Abbott,traceyabbott@gmail.com,(0191) 496 0629,92,77,True,
Aimee Scott,aimeescott@yahoo.com,0306 999 0388,83,90,True,
Sara Byrne,sarabyrne@gmail.com,+44(0)115 496 0310,69,67,False,Low attendance
Dean Warren,deanwarren@gmail.com,(0115) 4960179,70,88,True,
Jacob Rhodes,jacobrhodes@yahoo.com,0117 4960716,98,93,True,
Gordon Scott,gordonscott@hotmail.com,+441144960799,53,73,False,Low score
Donald Smith,donaldsmith@gmail.com,+441214960180,62,73,True,
Jade Patel,jadepatel@hotmail.com,(01632) 960 805,87,72,True,
Abbie Skinner,abbieskinner@hotmail.com,+443069990186,71,80,True,
Hollie Matthews,holliematthews@yahoo.com,+44(0)1514960396,51,86,False,Low score
Jane Patel,janepatel@yahoo.com,+44(0)141 4960630,61,94,True,
Roy Holt,royholt@hotmail.com,0131 4960287,88,73,True,
Rita Goodwin,ritagoodwin@yahoo.com,(0306)9990969,96,91,True,
Gavin Jackson,gavinjackson@yahoo.com,+44(0)29 2018 0936,75,90,True,
Sharon Mitchell,sharonmitchell@gmail.com,(0131)4960533,63,79,True,
Francesca Lloyd,francescalloyd@yahoo.com,+441614960372,79,95,True,
Anna Higgins,annahiggins@hotmail.com,(0161) 496 0411,50,87,False,Low score
Sylvia Jackson,sylviajackson@gmail.com,+441914960151,56,90,False,Low score
Tony Williams,tonywilliams@gmail.com,+44(0)131 496 0817,70,81,True,
Olivia Fletcher,oliviafletcher@gmail.com,(0116) 4960839,96,87,True,
Chloe Morgan,chloemorgan@gmail.com,+44(0)114 4960069,77,78,True,
Joseph Davison,josephdavison@hotmail.com,(0161) 496 0889,70,80,True,
Alison Anderson,alisonanderson@hotmail.com,0117 496 0420,64,69,False,Low attendance
Katherine Lawrence,katherinelawrence@yahoo.com,+4428 9018515,53,88,False,Low score
Abbie Evans,abbieevans@hotmail.com,(020) 7496 0903,61,94,True,
Callum Patel,callumpatel@hotmail.com,(029) 2018496,50,68,False,Low score and Low attendance
Sophie Smith,sophiesmith@hotmail.com,(029) 2018858,97,91,True,
Donald Allan,donaldallan@hotmail.com,+44(0)116 4960776,73,84,True,
Amy Hunter,amyhunter@yahoo.com,(0191) 4960582,64,100,True,
Cheryl Richards,cherylrichards@yahoo.com,01514960114,100,85,True,
Lisa Knight,lisaknight@yahoo.com,+44(0)131 496 0676,67,96,True,
Barbara Simpson,barbarasimpson@yahoo.com,+44(0)1414960972,60,97,True,
June Griffiths,junegriffiths@gmail.com,(0191)4960921,61,80,True,
Daniel Ball,danielball@hotmail.com,+441174960916,63,77,True,
Thomas Davies,thomasdavies@yahoo.com,(0121)4960854,52,79,False,Low score
David Vaughan,davidvaughan@hotmail.com,028 9018474,52,75,False,Low score
Bernard Lawrence,bernardlawrence@yahoo.com,+44113 4960822,94,81,True,
Jasmine Dunn,jasminedunn@hotmail.com,+44(0)8081570465,89,95,True,
Laura McCarthy,lauramccarthy@gmail.com,+44161 496 0586,95,75,True,
Julian Howard,julianhoward@yahoo.com,+4428 9018 0836,61,86,True,
Wayne Scott,waynescott@gmail.com,+44131 4960714,87,90,True,
Nigel Waters,nigelwaters@gmail.com,(0118) 496 0251,79,94,True,
Leah Cox,leahcox@hotmail.com,0151 4960605,63,82,True,
Trevor Phillips,trevorphillips@gmail.com,+44141 4960899,98,100,True,
Fiona Pickering,fionapickering@hotmail.com,01134960048,50,93,False,Low score
Gemma Stevenson,gemmastevenson@yahoo.com,+44(0)9098790577,92,90,True,
Gary Wilson,garywilson@yahoo.com,0909 8790915,74,67,False,Low attendance
Lewis Smith,lewissmith@hotmail.com,+44(0)114 4960272,77,84,True,
