name,email,phone,score,attendance,passed,dropped_reason
Jay Warren,jaywarren@hotmail.com,+44(0)131 496 0336,55,77,False,Low score
Albert Forster,albertforster@gmail.com,(0131) 496 0010,91,77,True,
Barbara Davis,barbaradavis@hotmail.com,(0131) 496 0574,85,90,True,
William Smith,williamsmith@gmail.com,(0131) 4960840,98,71,True,
Glen Parsons,glenparsons@hotmail.com,0114 4960832,85,79,True,
Christine Dickinson,christinedickinson@hotmail.com,+4429 2018611,73,92,True,
Julia Flynn,juliaflynn@hotmail.com,+441164960922,57,77,False,Low score
Francesca White,francescawhite@yahoo.com,+44(0)151 496 0035,84,94,True,
Stewart Pope,stewartpope@hotmail.com,(0808)1570246,60,86,True,
Dennis Oliver,dennisoliver@yahoo.com,+44(0)115 496 0552,65,79,True,
Joe Walsh,joewalsh@yahoo.com,(0116) 4960217,100,78,True,
Jemma Arnold,jemmaarnold@hotmail.com,+44161 496 0597,76,99,True,
Martyn Phillips,martynphillips@hotmail.com,+441214960505,100,82,True,
Richard Chamberlain,richardchamberlain@yahoo.com,+44161 4960393,84,66,False,Low attendance
Ben Lawson,benlawson@gmail.com,01614960559,66,86,True,
Louise Pritchard,louisepritchard@yahoo.com,+44292018134,72,78,True,
Gregory Jones,gregoryjonesG@yahoo.com,+44808 1570129,82,72,True,
Jacob Slater,jacobslater@gmail.com,+44(0)131 496 0584,72,72,True,
Beth Walsh,bethwalsh@yahoo.com,(0131) 496 0134,86,79,True,
Lisa Lewis,lisalewis@yahoo.com,(028) 9018324,62,79,True,
Molly Webb,mollywebb@yahoo.com,+44131 496 0312,66,98,True,
Stewart Hart,stewarthart@yahoo.com,+44(0)808 157 0506,64,78,True,
Clifford Daniels,clifforddaniels@hotmail.com,(029)2018301,66,71,True,
Mitchell Stanley,mitchellstanley@yahoo.com,+44(0)9098790876,52,77,False,Low score
Ann Marshall,annmarshall@hotmail.com,+44(0)114 4960617,56,89,False,Low score
Mitchell Greenwood,mitchellgreenwood@gmail.com,+44121 496 0332,89,68,False,Low attendance
Aaron Spencer,aaronspencer@gmail.com,+44(0)1184960274,66,83,True,
Eileen Green,eileengreen@yahoo.com,(0191) 496 0827,76,78,True,
Adrian Wright,adrianwright@hotmail.com,+44(0)117 496 0066,72,73,True,
Dale Sutton,dalesutton@hotmail.com,+44(0)161 496 0044,67,98,True,
Katie Shah,katieshah@hotmail.com,(0117) 496 0958,88,100,True,
George Burgess,georgeburgess@yahoo.com,(0115) 4960298,75,81,True,
Alison Jones,alisonjones@yahoo.com,0289018740,51,89,False,Low score
Gregory Williams,gregorywilliams@yahoo.com,029 2018 0121,72,82,True,
Jonathan Sheppard,jonathansheppard@hotmail.com,0808 157 0971,94,99,True,
Rachael Powell,rachaelpowell@gmail.com,(0161) 4960040,99,66,False,Low attendance
Dean Williams,deanwilliams@gmail.com,(0121)4960437,95,78,True,
Cheryl Clements,cherylclements@gmail.com,0118 4960444,72,88,True,
Andrew Riley,andrewriley@yahoo.com,01214960568,82,80,True,
