name,email,phone,score,attendance,passed,dropped_reason
Gerald Hunt,geraldhunt@gmail.com,01914960825,65,83,True,
Joel Leonard,joelleonard@hotmail.com,028 9018 0352,76,95,True,
John Williams,johnwilliams@yahoo.com,01632960581,50,92,False,Low score
Kerry Smith,kerrysmith@yahoo.com,+44(0)117 496 0557,87,67,False,Low attendance
Kathryn Smith,kathrynsmith@yahoo.com,(0114) 4960915,74,87,True,
Rosemary Hudson,rosemaryhudson@yahoo.com,01632 960523,78,88,True,
Rachel Martin,rachelmartin@yahoo.com,+44(0)3069990473,50,81,False,Low score
Alex Wood,alexwood@hotmail.com,0131 4960170,76,86,True,
Stephanie Pritchard,stephaniepritchard@gmail.com,01614960418,54,100,False,Low score
Marc Walton,marcwalton@gmail.com,+4420 74960113,51,68,False,Low score and Low attendance
Cheryl Jones,cheryljones@gmail.com,0116 496 0179,67,100,True,
Christian Adams,christianadams@hotmail.com,020 7946 0283,76,82,True,
Jean King,jeanking@hotmail.com,+44(0)292018801,63,68,False,Low attendance
Alexander Robinson,alexanderrobinson@gmail.com,(020) 74960356,61,68,False,Low attendance
Danielle Winter,daniellewinter@hotmail.com,+44(0)306 999 0756,83,78,True,
Amy Evans,amyevans@hotmail.com,0909 879 0890,66,90,True,
Kelly Robertson,kellyrobertson@yahoo.com,+449098790409,80,91,True,
Eleanor Bennett,eleanorbennett@yahoo.com,+449098790621,69,97,True,
Tracy Jackson,tracyjackson@gmail.com,+44(0)161 4960079,54,74,False,Low score
Brett Warren,brettwarren@yahoo.com,(0114)4960099,75,96,True,
Grace Parker,graceparker@hotmail.com,(0306) 9990895,100,75,True,
Kate Cox,katecox@hotmail.com,(0131) 496 0445,77,100,True,
Sam Humphreys,samhumphreys@yahoo.com,+44(0)9098790879,80,89,True,
Wayne Knight,wayneknight@hotmail.com,+44(0)161 496 0238,55,79,False,Low score
Louise Carter,louisecarter@yahoo.com,01214960826,95,82,True,
Gail Matthews,gailmatthewsK@gmail.com,0131 4960988,69,85,True,
Natalie Ellis,natalieellis@yahoo.com,+44(0)1134960614,55,90,False,Low score
Roger Reid,rogerreid@hotmail.com,(0114)4960502,79,87,True,
Cameron Parker,cameronparker@gmail.com,(020) 7496 0625,83,96,True,
Elaine Wilson,elainewilson@yahoo.com,+44118 4960315,60,82,True,
Mitchell Wells,mitchellwells@gmail.com,+44(0)131 4960298,52,75,False,Low score
Wayne Grant,waynegrant@hotmail.com,+44292018507,60,85,True,
Harriet Clark,harrietclark@gmail.com,+441632 960131,93,68,False,Low attendance
Conor Miles,conormiles@hotmail.com,(0141) 4960373,95,86,True,
Gary Moss,garymoss@gmail.com,+4429 2018781,81,95,True,
Hilary Reeves,hilaryreeves@gmail.com,+44(0)3069990292,53,100,False,Low score
Ross Wade,rosswade@yahoo.com,+44289018892,70,69,False,Low attendance
Scott Freeman,scottfreeman@gmail.com,+44808 157 0901,58,100,False,Low score
Elliott Whittaker,elliottwhittaker@yahoo.com,028 9018 0353,67,88,True,
Pauline McDonald,paulinemcdonald@gmail.com,(0121)4960498,71,72,True,
Louise Doherty,louisedoherty@hotmail.com,(028) 9018705,64,79,True,
Lawrence Houghton,lawrencehoughton@hotmail.com,08081570434,61,79,True,
Bryan Stephens,bryanstephens@yahoo.com,(0118) 4960103,75,81,True,
Harry Wallis,harrywallis@yahoo.com,01184960268,63,88,True,
Tony Watson,tonywatson@gmail.com,(01632) 960 911,61,72,True,
Kyle Singh,kylesingh@yahoo.com,(0121)4960981,95,93,True,
Gareth Martin,garethmartin@hotmail.com,(0116) 496 0148,75,88,True,
Garry Harris,garryharris@hotmail.com,(028)9018022,94,81,True,
Megan Berry,meganberry@yahoo.com,(0116) 4960519,50,92,False,Low score
Deborah Jones,deborahjones@hotmail.com,(0909) 8790899,99,86,True,
Edward Blake,edwardblake@yahoo.com,(0161) 496 0648,60,90,True,
Conor Williamson,conorwilliamson@hotmail.com,(0306) 9990831,56,90,False,Low score
Matthew Hooper,matthewhooper@gmail.com,(0115)4960288,65,71,True,
Jill Thomas,jillthomas@gmail.com,(0808) 1570486,51,71,False,Low score
Debra Higgins,debrahiggins@gmail.com,+44808 157 0243,93,75,True,
Stanley O'Neill,stanleyo'neill@gmail.com,+44(0)289018609,94,83,True,
Tracy Shah,tracyshah@hotmail.com,0121 496 0072,73,69,False,Low attendance
Trevor Walker,trevorwalker@hotmail.com,0116 496 0217,88,96,True,
Lisa Vaughan,lisavaughan@yahoo.com,(0117)4960010,82,73,True,
Anna Randall,annarandall@hotmail.com,028 9018 0112,72,66,False,Low attendance
Matthew Alexander,matthewalexander@hotmail.com,(0306) 9990816,77,97,True,
Anne Owen,anneowen@yahoo.com,0131 496 0380,67,69,False,Low attendance
Kimberley Fleming,kimberleyfleming@hotmail.com,0141 4960948,59,85,False,Low score
Anthony Wilson,anthonywilson@yahoo.com,(028) 9018561,58,92,False,Low score
Lindsey Williams,lindseywilliams@hotmail.com,(0191)4960261,91,79,True,
Denise Simmons,denisesimmons@hotmail.com,+44(0)118 4960852,98,95,True,
Glenn Wood,glennwood@yahoo.com,(01632) 960 618,64,98,True,
Albert Saunders,albertsaunders@yahoo.com,+442074960123,79,78,True,
Tony Barlow,tonybarlow@gmail.com,+44(0)20 74960055,80,75,True,
Thomas Morgan,thomasmorgan@yahoo.com,01632 960 345,95,99,True,
Charles James,charlesjames@gmail.com,+44(0)1144960333,58,71,False,Low score
Eric Morris,ericmorris@yahoo.com,+44113 4960415,81,83,True,
Jeremy Howell,jeremyhowell@hotmail.com,0113 496 0097,92,90,True,
Harriet Smart,harrietsmart@gmail.com,(0117) 496 0537,50,81,False,Low score
Tracy Baldwin,tracybaldwin@gmail.com,(0115) 4960572,74,94,True,
Rhys Phillips,rhysphillips@yahoo.com,+44(0)9098790971,77,70,True,
Jade Thornton,jadethornton@gmail.com,01632 960829,55,77,False,Low score
Terence Black,terenceblack@yahoo.com,+4429 2018 0025,56,73,False,Low score
Leon Miles,leonmiles@yahoo.com,(0116)4960800,76,88,True,
Joel Clements,joelclements@gmail.com,0161 4960292,68,91,True,
Duncan Freeman,duncanfreeman@yahoo.com,(0306) 9990911,73,89,True,
Jade Shaw,jadeshaw@hotmail.com,(0808)1570368,61,70,True,
Rhys Russell,rhysrussell@yahoo.com,(0131) 4960624,60,88,True,
Owen Farmer,owenfarmer@hotmail.com,(0117)4960842,81,100,True,
Yvonne Jennings,yvonnejennings@gmail.com,+441174960998,89,80,True,
Georgia Hughes,georgiahughes@gmail.com,+44191 496 0718,63,79,True,
Damien Briggs,damienbriggs@hotmail.com,+44(0)9098790570,78,80,True,
Denise Khan,denisekhan@hotmail.com,0113 496 0415,97,77,True,
Nicola Pearson,nicolapearson@gmail.com,(0118)4960929,75,75,True,
Irene Wilson,irenewilson@hotmail.com,0116 4960781,91,98,True,
Adrian Walters,adrianwalters@hotmail.com,0161 496 0705,87,83,True,
Tony Palmer,tonypalmer@gmail.com,+441614960654,57,82,False,Low score
Jessica Thompson,jessicathompson@yahoo.com,0909 879 0472,95,76,True,
Damien Jones,damienjones@yahoo.com,+44(0)289018303,91,76,True,
Barry James,barryjames@gmail.com,0306 9990049,68,90,True,
Pauline Roberts,paulineroberts@gmail.com,020 7946 0534,98,68,False,Low attendance
Jay Clarke,jayclarke@gmail.com,(0141)4960371,85,82,True,
Louis Mitchell,louismitchell@yahoo.com,(0141) 4960251,75,87,True,
Jordan Fowler,jordanfowler@hotmail.com,(0116)4960828,87,84,True,
Claire Taylor,clairetaylor@gmail.com,+44141 4960969,80,80,True,
Frances Webster,franceswebster@hotmail.com,01154960026,64,76,True,
Jodie Thompson,jodiethompson@yahoo.com,+44113 496 0746,52,100,False,Low score
Shaun Williams,shaunwilliams@hotmail.com,+44808 1570417,91,97,True,
Charles Williams,charleswilliams@yahoo.com,+441514960755,100,66,False,Low attendance
