name,email,phone,score,attendance,passed,dropped_reason
Gerald Hunt,geraldhunt@gmail.com,01914960825,96,93,True,
Joel Leonard,joelleonard@hotmail.com,028 9018 0352,55,88,False,Low score
Kathryn Smith,kathrynsmith@yahoo.com,(0114) 4960915,92,97,True,
Alex Wood,alexwood@hotmail.com,0131 4960170,59,67,False,Low score and Low attendance
Cheryl Jones,cheryljones@gmail.com,0116 496 0179,61,91,True,
Christian Adams,christianadams@hotmail.com,020 7946 0283,91,90,True,
Danielle Winter,daniellewinter@hotmail.com,+44(0)306 999 0756,53,98,False,Low score
Amy Evans,amyevans@hotmail.com,0909 879 0890,61,82,True,
Kelly Robertson,kellyrobertson@yahoo.com,+449098790409,84,99,True,
Eleanor Bennett,eleanorbennett@yahoo.com,+449098790621,77,86,True,
Brett Warren,brettwarren@yahoo.com,(0114)4960099,56,94,False,Low score
Kate Cox,katecox@hotmail.com,(0131) 496 0445,58,90,False,Low score
Louise Carter,louisecarter@yahoo.com,01214960826,81,100,True,
Gail Matthews,gailmatthewsK@gmail.com,0131 4960988,91,80,True,
Cameron Parker,cameronparker@gmail.com,(020) 7496 0625,84,93,True,
Elaine Wilson,elainewilson@yahoo.com,+44118 4960315,93,66,False,Low attendance
Wayne Grant,waynegrant@hotmail.com,+44292018507,68,100,True,
Conor Miles,conormiles@hotmail.com,(0141) 4960373,97,86,True,
Gary Moss,garymoss@gmail.com,+4429 2018781,99,68,False,Low attendance
Elliott Whittaker,elliottwhittaker@yahoo.com,028 9018 0353,67,75,True,
Pauline McDonald,paulinemcdonald@gmail.com,(0121)4960498,58,66,False,Low score and Low attendance
Bryan Stephens,bryanstephens@yahoo.com,(0118) 4960103,71,91,True,
Harry Wallis,harrywallis@yahoo.com,01184960268,97,99,True,
Tony Watson,tonywatson@gmail.com,(01632) 960 911,68,100,True,
Kyle Singh,kylesingh@yahoo.com,(0121)4960981,80,96,True,
Gareth Martin,garethmartin@hotmail.com,(0116) 496 0148,78,80,True,
Deborah Jones,deborahjones@hotmail.com,(0909) 8790899,90,81,True,
Matthew Hooper,matthewhooper@gmail.com,(0115)4960288,66,71,True,
Debra Higgins,debrahiggins@gmail.com,+44808 157 0243,54,92,False,Low score
Stanley O'Neill,stanleyo'neill@gmail.com,+44(0)289018609,90,75,True,
Trevor Walker,trevorwalker@hotmail.com,0116 496 0217,82,92,True,
Lisa Vaughan,lisavaughan@yahoo.com,(0117)4960010,76,65,False,Low attendance
Denise Simmons,denisesimmons@hotmail.com,+44(0)118 4960852,61,78,True,
Glenn Wood,glennwood@yahoo.com,(01632) 960 618,58,92,False,Low score
Albert Saunders,albertsaunders@yahoo.com,+442074960123,73,66,False,Low attendance
Tony Barlow,tonybarlow@gmail.com,+44(0)20 74960055,53,98,False,Low score
Thomas Morgan,thomasmorgan@yahoo.com,01632 960 345,78,81,True,
Eric Morris,ericmorris@yahoo.com,+44113 4960415,97,68,False,Low attendance
Tracy Baldwin,tracybaldwin@gmail.com,(0115) 4960572,64,87,True,
Rhys Phillips,rhysphillips@yahoo.com,+44(0)9098790971,96,76,True,
Leon Miles,leonmiles@yahoo.com,(0116)4960800,70,96,True,
Joel Clements,joelclements@gmail.com,0161 4960292,63,75,True,
Rhys Russell,rhysrussell@yahoo.com,(0131) 4960624,50,83,False,Low score
Yvonne Jennings,yvonnejennings@gmail.com,+441174960998,55,66,False,Low score and Low attendance
Damien Briggs,damienbriggs@hotmail.com,+44(0)9098790570,61,66,False,Low attendance
Nicola Pearson,nicolapearson@gmail.com,(0118)4960929,94,80,True,
Irene Wilson,irenewilson@hotmail.com,0116 4960781,69,98,True,
Adrian Walters,adrianwalters@hotmail.com,0161 496 0705,77,83,True,
Jessica Thompson,jessicathompson@yahoo.com,0909 879 0472,56,79,False,Low score
