name,email,phone,score,attendance,passed,dropped_reason
Colin Smith,colinsmith@yahoo.com,+44118 4960837,52,70,False,Low score
Francesca Walsh,francescawalsh@yahoo.com,+44(0)1214960929,86,73,True,
Rhys Thomas,rhysthomas@gmail.com,0118 4960338,89,68,False,Low attendance
Marilyn Stanley,marilynstanley@yahoo.com,(0118) 4960414,73,91,True,
Clare West,clarewest@hotmail.com,(0116)4960131,100,87,True,
Alexander Campbell,alexandercampbell@hotmail.com,+44151 4960630,50,81,False,Low score
William Khan,williamkhan@hotmail.com,0131 4960155,80,66,False,Low attendance
Janet Harris,janetharris@yahoo.com,+44113 4960775,67,96,True,
Harry Mason,harrymason@yahoo.com,+448081570097,67,74,True,
Kirsty Allen,kirstyallen@hotmail.com,0909 879 0415,88,99,True,
Elliott Murphy,elliottmurphy@gmail.com,(0118) 4960606,62,65,False,Low attendance
Megan Doyle,megandoyle@hotmail.com,0116 496 0790,54,81,False,Low score
Derek Bowen,derekbowen@gmail.com,01314960888,95,93,True,
Gordon Wright,gordonwright@yahoo.com,0118 496 0251,92,96,True,
Francesca Farmer,francescafarmer@hotmail.com,+44(0)1632960004,97,94,True,
Dale Goodwin,dalegoodwin@yahoo.com,+441632 960860,68,96,True,
Marian Smith,mariansmith@yahoo.com,+44(0)1214960647,97,100,True,
Nathan Smith,nathansmith@yahoo.com,(0113) 4960175,76,71,True,
Russell Harvey,russellharvey@hotmail.com,(020)74960545,90,100,True,
John Mitchell,johnmitchell@hotmail.com,0131 4960114,58,96,False,Low score
Natalie Hammond,nataliehammond@yahoo.com,01614960590,66,94,True,
Laura Smith,laurasmith@hotmail.com,+44(0)1914960470,62,78,True,
Ricky Holland,rickyholland@gmail.com,+44141 496 0872,83,97,True,
Mark Clark,markclark@hotmail.com,+44(0)1614960679,72,84,True,
Natalie Elliott,natalieelliott@hotmail.com,+44(0)1174960492,51,71,False,Low score
Pauline Brown,paulinebrown@yahoo.com,+44(0)1174960555,96,74,True,
Kate Morgan,katemorgan@yahoo.com,0116 496 0958,94,91,True,
Adrian Kelly,adriankelly@gmail.com,+44131 4960297,74,72,True,
Donna Bradley,donnabradley@gmail.com,+44(0)141 4960183,56,82,False,Low score
Christian Walker,christianwalkerO@gmail.com,020 74960989,77,84,True,
Ross Ward,rossward@yahoo.com,+44(0)1134960410,69,88,True,
Sophie Simpson,sophiesimpson@hotmail.com,+441632 960042,54,92,False,Low score
Mitchell Dale,mitchelldale@hotmail.com,+4429 2018 0999,73,95,True,
Barbara Hall,barbarahall@hotmail.com,+44117 4960109,84,82,True,
Wendy Hughes,wendyhughes@gmail.com,0909 8790307,73,79,True,
Guy Doyle,guydoyle@gmail.com,02074960724,72,85,True,
Ruth Murphy,ruthmurphy@yahoo.com,+441632 960 567,76,83,True,
Derek Holloway,derekholloway@gmail.com,+441214960200,53,67,False,Low score and Low attendance
Heather Knight,heatherknight@hotmail.com,(029)2018251,87,65,False,Low attendance
Patrick Brown,patrickbrown@gmail.com,(0161) 496 0680,62,89,True,
Leigh Patel,leighpatel@yahoo.com,+44141 496 0683,71,98,True,
Annette Davidson,annettedavidson@yahoo.com,+44(0)1414960291,91,67,False,Low attendance
Mathew Sullivan,mathewsullivan@gmail.com,+44191 4960445,66,72,True,
Heather Baker,heatherbaker@gmail.com,+44131 496 0265,55,79,False,Low score
Lynne Bishop,lynnebishop@gmail.com,+44808 1570793,78,75,True,
Amy Byrne,amybyrne@gmail.com,(0151)4960406,56,89,False,Low score
Margaret Bailey,margaretbailey@gmail.com,01214960447,88,65,False,Low attendance
Gerald Blackburn,geraldblackburn@gmail.com,0909 8790557,71,83,True,
Harry Williams,harrywilliams@yahoo.com,0131 496 0823,97,66,False,Low attendance
Reece Kay,reecekay@gmail.com,(0909) 879 0912,84,88,True,
Carl Singh,carlsingh@hotmail.com,0121 496 0369,55,91,False,Low score
Sian Kirby,siankirby@yahoo.com,0113 4960099,75,87,True,
Gemma Hamilton,gemmahamilton@hotmail.com,+44(0)29 2018 0367,63,81,True,
Guy Jones,guyjones@gmail.com,+441184960008,54,90,False,Low score
Lynne Smith,lynnesmith@gmail.com,+44(0)3069990962,51,69,False,Low score and Low attendance
Jennifer Greenwood,jennifergreenwood@yahoo.com,+44(0)1914960526,71,79,True,
Bradley Edwards,bradleyedwards@gmail.com,+44113 496 0282,96,88,True,
Carole Abbott,caroleabbott@hotmail.com,+44116 4960986,66,70,True,
Matthew Miller,matthewmiller@yahoo.com,+44118 496 0880,86,95,True,
Tracey Clark,traceyclark@gmail.com,(0909)8790428,50,99,False,Low score
Clifford Coleman,cliffordcoleman@hotmail.com,(0161) 496 0547,92,73,True,
