name,email,phone,score,attendance,passed,dropped_reason
Dale Thomas,dalethomas@gmail.com,+4420 74960949,78,95,True,
Christian Rowe,christianrowe@gmail.com,+4429 2018 0775,89,65,False,Low attendance
Nigel Miah,nigelmiah@hotmail.com,+44(0)117 4960722,80,98,True,
Marion Skinner,marionskinner@hotmail.com,+44(0)1632 960194,54,79,False,Low score
Hannah Gray,hannahgray@gmail.com,+44(0)1632960953,80,84,True,
Hollie Conway,hollieconway@yahoo.com,(029)2018050,74,90,True,
Abdul Cooper,abdulcooper@yahoo.com,+44(0)1632 960 496,51,67,False,Low score and Low attendance
Lynne Davies,lynnedavies@hotmail.com,(0161) 496 0988,75,70,True,
Jake Perkins,jakeperkins@gmail.com,(0115)4960408,72,68,False,Low attendance
Graeme Clarke,graemeclarke@yahoo.com,(020)74960348,83,69,False,Low attendance
Clive Kaur,clivekaur@gmail.com,(0114)4960140,52,67,False,Low score and Low attendance
Natasha Barrett,natashabarrett@gmail.com,(01632) 960 995,96,69,False,Low attendance
Patricia Reid,patriciareid@yahoo.com,01214960939,93,99,True,
Shannon Thompson,shannonthompson@gmail.com,+441184960413,51,76,False,Low score
Jason Chamberlain,jasonchamberlain@yahoo.com,+44191 4960274,56,89,False,Low score
Martyn Robinson,martynrobinson@gmail.com,+44(0)909 879 0635,77,99,True,
Simon Bruce,simonbruce@yahoo.com,+44292018230,55,91,False,Low score
Lesley Smith,lesleysmith@gmail.com,029 2018421,53,68,False,Low score and Low attendance
Hollie Shaw,hollieshaw@gmail.com,0306 9990910,86,66,False,Low attendance
Glen Davies,glendavies@yahoo.com,+44(0)306 9990275,51,97,False,Low score
Roy Davies,roydavies@gmail.com,+44(0)20 74960410,94,73,True,
Martin Stephens,martinstephens@hotmail.com,0121 4960189,54,100,False,Low score
Karen Anderson,karenanderson@hotmail.com,+44(0)9098790173,96,82,True,
Jodie Nolan,jodienolan@yahoo.com,+44151 4960740,69,75,True,
Joshua Edwards,joshuaedwards@gmail.com,0116 4960076,87,72,True,
Allan Berry,allanberry@yahoo.com,(0118) 4960981,59,85,False,Low score
Diane Murray,dianemurray@yahoo.com,+44131 496 0324,56,77,False,Low score
Lewis Holden,lewisholden@hotmail.com,01514960556,78,66,False,Low attendance
Lynda Stanley,lyndastanley@yahoo.com,(0114) 496 0491,94,78,True,
Stewart McDonald,stewartmcdonald@gmail.com,(0115)4960637,96,91,True,
