name,email,phone,score,attendance,passed,dropped_reason
Leslie Harris,leslieharris@hotmail.com,0117 4960831,58,91,False,Low score
Paul Rowley,paulrowley@gmail.com,+44(0)8081570583,50,83,False,Low score
Kevin Pearson,kevinpearson@gmail.com,+44(0)151 4960335,99,87,True,
Lisa Clayton,lisaclayton@yahoo.com,(0151)4960666,68,94,True,
Lydia O'Sullivan,lydiao'sullivan@hotmail.com,(0113) 4960968,63,80,True,
Diane Barnes,dianebarnesd@hotmail.com,(0116) 496 0062,65,65,False,Low attendance
Simon Kaur,simonkaur@hotmail.com,+44(0)1914960099,58,83,False,Low score
Raymond Vaughan,raymondvaughan@yahoo.com,+44(0)141 4960385,57,98,False,Low score
Janet Davies,janetdavies@gmail.com,(020) 7496 0087,53,86,False,Low score
Leah Payne,leahpayne@hotmail.com,+44(0)1632 960 448,85,77,True,
Lesley Stewart,lesleystewart@yahoo.com,0191 498 0920,92,77,True,
Natasha Hayward,natashahayward@hotmail.com,+44(0)289018152,50,71,False,Low score
Karl Wright,karlwright@hotmail.com,+44808 157 0573,86,69,False,Low attendance
Jodie Ward,jodieward@yahoo.com,(029) 2018 0612,61,82,True,
Jacob Tucker,jacobtucker@yahoo.com,029 2018381,60,78,True,
Alison Bird,alisonbird@yahoo.com,+44116 496 0862,62,79,True,
Marie Brown,mariebrown@gmail.com,+44(0)808 1570464,51,81,False,Low score
Bruce Williams,brucewilliams@gmail.com,02074960976,56,72,False,Low score
Antony Hughes,antonyhughes@gmail.com,+44118 4960538,60,86,True,
Lee Stewart,leestewart@hotmail.com,(0131) 496 0817,58,72,False,Low score
Robin Briggs,robinbriggs@gmail.com,+44(0)289018977,87,86,True,
Mandy Taylor,mandytaylor@yahoo.com,(029)2018685,60,94,True,
Sam Stephens,samstephens@yahoo.com,+44(0)2074960136,98,92,True,
Claire King,claireking@hotmail.com,0131 4960902,91,89,True,
Jamie Riley,jamieriley@yahoo.com,0121 496 0290,84,99,True,
Leigh Begum,leighbegum@gmail.com,01632 960 250,62,82,True,
Charlie Lee,charlielee@gmail.com,0117 496 0689,78,73,True,
Carl Bartlett,carlbartlett@yahoo.com,(0115) 496 0998,95,65,False,Low attendance
Andrew Clarke,andrewclarke@hotmail.com,+44289018274,77,80,True,
Lindsey Clarke,lindseyclarke@yahoo.com,01414960206,64,85,True,
Lorraine Parker,lorraineparker@gmail.com,0306 9990381,76,93,True,
Jack Morrison,jackmorrison@yahoo.com,(0161) 496 0158,91,98,True,
Ian Price,ianprice@hotmail.com,+44(0)161 4960215,63,98,True,
Adam Shah,adamshah@yahoo.com,+44151 4960632,93,82,True,
Christine Bradley,christinebradley@yahoo.com,+44114 496 0494,73,70,True,
Grace Nicholson,gracenicholson@hotmail.com,020 7946 0500,57,75,False,Low score
Jay Harris,jayharris@hotmail.com,029 2018 0428,93,77,True,
Marilyn Patterson,marilynpatterson@yahoo.com,+44909 8790971,88,65,False,Low attendance
Charles Kennedy,charleskennedy@yahoo.com,+443069990832,64,80,True,
Julia Pratt,juliapratt@yahoo.com,+44141 496 0144,77,95,True,
Mandy Middleton,mandymiddleton@hotmail.com,(0151)4960232,68,65,False,Low attendance
Geoffrey Clarke,geoffreyclarke@hotmail.com,+443069990273,83,80,True,
Andrew Ward,andrewward@yahoo.com,+448081570521,53,77,False,Low score
Donna Johnson,donnajohnson@gmail.com,(0131) 4960919,69,65,False,Low attendance
Joan Moore,joanmoore@hotmail.com,+44(0)114 496 0029,63,69,False,Low attendance
Kelly Perkins,kellyperkins@gmail.com,(01632)960261,88,79,True,
Ronald Wells,ronaldwells@hotmail.com,+442074960062,57,90,False,Low score
Gerald Robson,geraldrobson@gmail.com,0113 4960357,62,90,True,
Lisa Wells,lisawells@yahoo.com,(0306) 9990221,86,67,False,Low attendance
Gregory Jones,gregoryjones@yahoo.com,(0808)1570899,70,99,True,
Jacob Hancock,jacobhancock@gmail.com,+44118 496 0309,81,81,True,
Kathleen Howard,kathleenhoward@hotmail.com,(01632) 960591,53,87,False,Low score
Elliot Coates,elliotcoates@gmail.com,+44(0)114 496 0587,83,93,True,
Kieran Chambers,kieranchambers@hotmail.com,+44115 4960048,77,92,True,
Dorothy Watts,dorothywatts@yahoo.com,0191 498 0073,95,75,True,
Jenna Brown,jennabrown@gmail.com,+44(0)116 496 0376,67,72,True,
Leah John,leahjohn@hotmail.com,0115 4960472,97,87,True,
Oliver Jones,oliverjones@gmail.com,+44151 496 0538,76,68,False,Low attendance
Graeme Humphreys,graemehumphreys@gmail.com,029 2018 0561,87,73,True,
