name,email,phone,score,attendance,passed,dropped_reason
Peter Hartley,peterhartley@yahoo.com,028 9018917,76,65,False,Low attendance
Brett Griffiths,brettgriffithsl@gmail.com,+44(0)1164960463,95,98,True,
Leanne Coleman,leannecoleman@gmail.com,0161 4960659,62,79,True,
Jay Green,jaygreen@hotmail.com,+44(0)114 496 0280,73,78,True,
Damien Reed,damienreed@yahoo.com,+44(0)117 4960461,79,68,False,Low attendance
Colin Stewart,colinstewart@yahoo.com,+44808 157 0738,63,81,True,
Lorraine Jones,lorrainejones@yahoo.com,(0151)4960296,81,73,True,
Bethany Dunn,bethanydunn@hotmail.com,+44(0)3069990149,67,96,True,
Graham Parker,grahamparker@yahoo.com,+44808 1570642,67,97,True,
Alison Scott,alisonscott@hotmail.com,+44(0)1214960754,85,95,True,
Amy Walker,amywalker@gmail.com,+44(0)116 4960976,90,77,True,
Holly White,hollywhite@hotmail.com,+44(0)1632960702,79,98,True,
Rita Herbert,ritaherbert@hotmail.com,(0151)4960736,50,94,False,Low score
Gerald Dawson,geralddawson@gmail.com,+441154960418,56,72,False,Low score
Norman Ashton,normanashton@yahoo.com,+44(0)1164960770,86,81,True,
Pamela Walker,pamelawalker@yahoo.com,+441632 960 303,56,88,False,Low score
Louise Walsh,louisewalsh@gmail.com,+44(0)191 4960990,92,84,True,
Kelly Burns,kellyburns@hotmail.com,(0151)4960986,100,80,True,
Kathryn Gardiner,kathryngardiner@gmail.com,+44(0)9098790035,88,79,True,
John Hill,johnhill@hotmail.com,0121 4960554,81,85,True,
Leonard Naylor,leonardnaylor@hotmail.com,+44(0)1174960600,54,75,False,Low score
Jessica Smith,jessicasmith@hotmail.com,+44(0)808 1570642,52,95,False,Low score
Michael White,michaelwhite@hotmail.com,(0151)4960174,94,88,True,
Adrian Foster,adrianfoster@hotmail.com,0121 496 0410,72,98,True,
Natasha Goddard,natashagoddard@yahoo.com,+44(0)141 4960698,89,98,True,
Stephanie Davis,stephaniedavis@hotmail.com,0131 496 0758,57,92,False,Low score
Melanie Gardner,melaniegardner@yahoo.com,+44(0)151 496 0059,65,99,True,
Victoria Barton,victoriabarton@gmail.com,+44(0)28 9018587,70,66,False,Low attendance
Graham Oliver,grahamoliver@gmail.com,+4429 2018180,65,89,True,
Sam Williams,samwilliams@yahoo.com,+44(0)116 496 0641,90,77,True,
Gregory Turner,gregoryturner@gmail.com,(028) 9018 0778,93,98,True,
Gerard Jones,gerardjones@yahoo.com,(01632) 960516,63,75,True,
Rebecca Harper,rebeccaharper@gmail.com,(0118) 4960815,82,93,True,
Julian Schofield,julianschofield@yahoo.com,+441614960702,50,67,False,Low score and Low attendance
Jessica Walker,jessicawalker@yahoo.com,0131 4960761,66,75,True,
Rebecca Davies,rebeccadavies@hotmail.com,(0141)4960593,85,74,True,
Simon Atkinson,simonatkinson@hotmail.com,+44(0)909 8790969,96,81,True,
Judith Dale,judithdale@gmail.com,01632960235,77,79,True,
Frances Green,francesgreen@hotmail.com,0115 496 0566,79,99,True,
Elliot Scott,elliotscott@yahoo.com,01414960332,55,66,False,Low score and Low attendance
Barry Turnbull,barryturnbull@gmail.com,(0115)4960946,98,88,True,
Colin Parker,colinparker@gmail.com,+441154960214,76,82,True,
Charlene Dixon,charlenedixon@yahoo.com,(028) 9018356,67,74,True,
Ruth Thomas,ruththomas@hotmail.com,+441414960480,66,66,False,Low attendance
Ben Taylor,bentaylor@yahoo.com,0117 496 0356,56,67,False,Low score and Low attendance
Rhys Turner,rhysturner@yahoo.com,+44808 157 0985,93,68,False,Low attendance
Michael Murphy,michaelmurphy@gmail.com,(0191)4960292,85,85,True,
Kenneth Simpson,kennethsimpson@hotmail.com,+44(0)1154960309,78,68,False,Low attendance
Lewis Arnold,lewisarnold@hotmail.com,0141 4960490,66,88,True,
Wendy Rowe,wendyrowe@hotmail.com,(0113) 4960924,62,98,True,
Tom Holmes,tomholmes@gmail.com,(0131) 496 0147,58,67,False,Low score and Low attendance
Janice Allan,janiceallan@hotmail.com,0117 4960463,82,76,True,
