name,email,phone,score,attendance,passed,dropped_reason
Francesca Walsh,francescawalsh@yahoo.com,+44(0)1214960929,50,68,False,Low score and Low attendance
Marilyn Stanley,marilynstanley@yahoo.com,(0118) 4960414,66,91,True,
Clare West,clarewest@hotmail.com,(0116)4960131,59,65,False,Low score and Low attendance
Harry Mason,harrymason@yahoo.com,+448081570097,91,75,True,
Kirsty Allen,kirstyallen@hotmail.com,0909 879 0415,69,83,True,
Derek Bowen,derekbowen@gmail.com,01314960888,85,69,False,Low attendance
Gordon Wright,gordonwright@yahoo.com,0118 496 0251,67,65,False,Low attendance
Francesca Farmer,francescafarmer@hotmail.com,+44(0)1632960004,78,92,True,
Dale Goodwin,dalegoodwin@yahoo.com,+441632 960860,58,94,False,Low score
Marian Smith,mariansmith@yahoo.com,+44(0)1214960647,100,87,True,
Nathan Smith,nathansmith@yahoo.com,(0113) 4960175,74,69,False,Low attendance
Natalie Hammond,nataliehammond@yahoo.com,01614960590,59,71,False,Low score
Laura Smith,laurasmith@hotmail.com,+44(0)1914960470,91,67,False,Low attendance
Ricky Holland,rickyholland@gmail.com,+44141 496 0872,91,82,True,
Pauline Brown,paulinebrown@yahoo.com,+44(0)1174960555,59,82,False,Low score
Kate Morgan,katemorgan@yahoo.com,0116 496 0958,98,88,True,
Adrian Kelly,adriankelly@gmail.com,+44131 4960297,74,72,True,
Christian Walker,christianwalkerO@gmail.com,020 74960989,91,76,True,
Ross Ward,rossward@yahoo.com,+44(0)1134960410,73,67,False,Low attendance
Mitchell Dale,mitchelldale@hotmail.com,+4429 2018 0999,53,71,False,Low score
Barbara Hall,barbarahall@hotmail.com,+44117 4960109,51,96,False,Low score
Wendy Hughes,wendyhughes@gmail.com,0909 8790307,56,69,False,Low score and Low attendance
Guy Doyle,guydoyle@gmail.com,02074960724,97,68,False,Low attendance
Patrick Brown,patrickbrown@gmail.com,(0161) 496 0680,51,71,False,Low score
Lynne Bishop,lynnebishop@gmail.com,+44808 1570793,91,66,False,Low attendance
Gerald Blackburn,geraldblackburn@gmail.com,0909 8790557,60,92,True,
Reece Kay,reecekay@gmail.com,(0909) 879 0912,74,67,False,Low attendance
Sian Kirby,siankirby@yahoo.com,0113 4960099,71,74,True,
Gemma Hamilton,gemmahamilton@hotmail.com,+44(0)29 2018 0367,95,91,True,
Bradley Edwards,bradleyedwards@gmail.com,+44113 496 0282,94,71,True,
Carole Abbott,caroleabbott@hotmail.com,+44116 4960986,58,100,False,Low score
Matthew Miller,matthewmiller@yahoo.com,+44118 496 0880,92,67,False,Low attendance
Andrew Holmes,andrewholmes@yahoo.com,+44(0)151 496 0702,64,72,True,
Kerry Rogers,kerryrogers@gmail.com,+44(0)808 157 0385,80,91,True,
Benjamin Saunders,benjaminsaunders@yahoo.com,+441144960036,61,100,True,
Glen Joyce,glenjoyce@yahoo.com,+44(0)909 8790691,84,90,True,
Fiona Cunningham,fionacunningham@hotmail.com,+441164960259,69,81,True,
Leigh Phillips,leighphillips@hotmail.com,+44151 4960501,95,82,True,
Andrew Blake,andrewblake@hotmail.com,+441632960861,89,91,True,
Leah Williamson,leahwilliamson@yahoo.com,+44(0)29 2018 0671,77,76,True,
Emily Myers,emilymyers@gmail.com,0808 157 0508,71,92,True,
Vincent Slater,vincentslater@yahoo.com,+44115 496 0607,87,71,True,
Adrian Miles,adrianmiles@gmail.com,+44(0)1632 960 325,69,65,False,Low attendance
Thomas Lawson,thomaslawson@gmail.com,+44808 1570842,92,74,True,
Ian Stephens,ianstephens@hotmail.com,(0114)4960059,93,80,True,
Alison Reeves,alisonreeves@gmail.com,+44(0)1632960197,60,99,True,
Hilary Evans,hilaryevans@gmail.com,(01632) 960 209,87,91,True,
Benjamin James,benjaminjames@yahoo.com,+44118 496 0049,51,93,False,Low score
Gerard Ryan,gerardryan@gmail.com,+44(0)808 1570456,94,78,True,
Emily Potter,emilypotter@gmail.com,+44141 496 0244,84,89,True,
Shirley Smith,shirleysmith@gmail.com,01632 960 331,61,70,True,
Charlene Manning,charlenemanning@gmail.com,(0115) 4960569,99,99,True,
Shaun Patel,shaunpatel@hotmail.com,(0113)4960946,98,98,True,
Jean Brown,jeanbrown@gmail.com,01134960301,59,97,False,Low score
Jessica Barrett,jessicabarrett@hotmail.com,+44(0)116 496 0504,57,76,False,Low score
William Wilson,williamwilson@hotmail.com,+44121 496 0623,77,72,True,
Daniel McDonald,danielmcdonald@gmail.com,+44808 157 0871,54,83,False,Low score
Natasha Rogers,natasharogers@gmail.com,(01632) 960 661,77,89,True,
Sarah Howard,sarahhoward@gmail.com,0161 4960137,85,82,True,
Peter Rogers,peterrogers@gmail.com,(0151) 4960218,54,65,False,Low score and Low attendance
Pamela Thomas,pamelathomas@hotmail.com,(0808) 1570473,92,87,True,
Eric White,ericwhite@gmail.com,0909 8790686,76,100,True,
Hazel Ali,hazelali@gmail.com,09098790285,59,90,False,Low score
Eileen Smith,eileensmith@hotmail.com,+44(0)191 4960568,94,97,True,
Joanna Bray,joannabray@yahoo.com,+449098790099,54,87,False,Low score
Angela Gallagher,angelagallagher@gmail.com,+449098790884,59,92,False,Low score
Peter Holden,peterholden@yahoo.com,(0116) 4960546,92,71,True,
Jade Johnson,jadejohnson@hotmail.com,020 7946 0488,62,67,False,Low attendance
Suzanne Evans,suzanneevans@yahoo.com,+44115 496 0711,77,76,True,
Cameron Holmes,cameronholmes@yahoo.com,(028)9018753,78,90,True,
Gareth Stewart,garethstewart@hotmail.com,(0116) 496 0636,81,77,True,
Clive Hunt,clivehunt@gmail.com,0118 4960835,100,69,False,Low attendance
Craig Thomson,craigthomson@gmail.com,01414960467,80,100,True,
Sara Butler,sarabutler@yahoo.com,+441414960264,71,73,True,
Anthony Jones,anthonyjones@yahoo.com,+44(0)115 4960301,74,88,True,
Holly Hutchinson,hollyhutchinson@gmail.com,+44(0)1144960828,50,91,False,Low score
Carl Wilson,carlwilson@hotmail.com,+44(0)9098790829,55,100,False,Low score
Sian Bennett,sianbennett@hotmail.com,+441134960458,70,68,False,Low attendance
Kayleigh Williams,kayleighwilliams@gmail.com,(020)74960532,54,94,False,Low score
Paul Rowe,paulrowe@hotmail.com,(0118) 496 0617,79,76,True,
Vincent Brown,vincentbrown@hotmail.com,+4428 9018310,74,69,False,Low attendance
Emily Porter,emilyporter@gmail.com,+44(0)909 8790725,98,94,True,
Jasmine Roberts,jasmineroberts@yahoo.com,+44(0)1214960246,68,81,True,
Amber Stone,amberstone@hotmail.com,+44141 496 0404,91,99,True,
Gregory Smith,gregorysmith@hotmail.com,028 9018230,99,82,True,
Benjamin Robson,benjaminrobson@yahoo.com,0114 4960059,85,66,False,Low attendance
Simon Jenkins,simonjenkins@gmail.com,+44(0)289018650,51,68,False,Low score and Low attendance
Joan Foster,joanfoster@hotmail.com,+44(0)306 9990162,94,96,True,
Anne Rogers,annerogers@gmail.com,0131 4960229,89,76,True,
Simon Rogers,simonrogers@hotmail.com,0117 496 0294,90,70,True,
Scott Taylor,scotttaylor@gmail.com,(0306)9990616,85,90,True,
John Jones,johnjones@yahoo.com,01414960627,92,87,True,
Teresa Jones,teresajones@gmail.com,(0141)4960032,60,94,True,
Garry Thomas,garrythomas@gmail.com,+4420 74960464,57,86,False,Low score
Oliver Murray,olivermurray@gmail.com,(0808)1570245,77,88,True,
Georgia Iqbal,georgiaiqbal@hotmail.com,+44(0)151 4960680,76,66,False,Low attendance
Clive Ali,cliveali@hotmail.com,(0306)9990958,72,92,True,
Lawrence Lamb,lawrencelamb@yahoo.com,+44(0)306 9990106,57,88,False,Low score
Joanna Wood,joannawood@gmail.com,(020) 74960251,80,78,True,
Nicholas Foster,nicholasfoster@yahoo.com,+441314960739,87,72,True,
Natalie Pearce,nataliepearce@hotmail.com,+44113 4960108,57,66,False,Low score and Low attendance
Gareth Powell,garethpowellh@gmail.com,+44(0)118 496 0201,88,76,True,
George Warren,georgewarren@hotmail.com,+441632 960213,88,85,True,
David Chan,davidchan@gmail.com,+44(0)115 4960103,84,69,False,Low attendance
Amelia Green,ameliagreen@yahoo.com,+44(0)2074960067,50,80,False,Low score
Gerald Norris,geraldnorris@hotmail.com,(029) 2018943,97,74,True,
Leigh Willis,leighwillis@hotmail.com,+4429 2018 0047,52,96,False,Low score
Charlie Davison,charliedavison@gmail.com,01214960546,54,80,False,Low score
Lisa Ahmed,lisaahmed@gmail.com,01632960805,55,67,False,Low score and Low attendance
Robin Hancock,robinhancock@gmail.com,(0113) 4960539,80,82,True,
Alexander Richardson,alexanderrichardson@hotmail.com,01184960716,57,78,False,Low score
Sally Johnston,sallyjohnston@hotmail.com,+44191 496 0873,50,98,False,Low score
Joanne West,joannewest@gmail.com,+4428 9018022,92,87,True,
Stephanie Andrews,stephanieandrews@hotmail.com,01514960684,56,93,False,Low score
Sally Buckley,sallybuckley@hotmail.com,+44(0)191 4960243,79,83,True,
Amy Watkins,amywatkins@yahoo.com,+44289018411,85,100,True,
Albert Jarvis,albertjarvis@hotmail.com,01632960824,82,74,True,
Joe Green,joegreen@yahoo.com,+44118 496 0905,72,72,True,
Margaret Brown,margaretbrown@hotmail.com,+441214960060,74,88,True,
Linda Brown,lindabrown@hotmail.com,(0117) 496 0288,59,96,False,Low score
Ryan Byrne,ryanbyrne@yahoo.com,0306 999 0153,94,91,True,
Ian Bishop,ianbishop@yahoo.com,+44118 4960840,88,83,True,
Marc Dickinson,marcdickinson@hotmail.com,+449098790715,91,85,True,
Ryan Patel,ryanpatel@gmail.com,+44(0)114 496 0968,100,81,True,
