name,email,phone,score,attendance,passed,dropped_reason
Gerald Hunt,geraldhunt@gmail.com,01914960825,95,93,True,
Kathryn Smith,kathrynsmith@yahoo.com,(0114) 4960915,95,100,True,
Cheryl Jones,cheryljones@gmail.com,0116 496 0179,68,83,True,
Christian Adams,christianadams@hotmail.com,020 7946 0283,69,78,True,
Amy Evans,amyevans@hotmail.com,0909 879 0890,52,100,False,Low score
Kelly Robertson,kellyrobertson@yahoo.com,+449098790409,79,92,True,
Eleanor Bennett,eleanorbennett@yahoo.com,+449098790621,77,95,True,
Louise Carter,louisecarter@yahoo.com,01214960826,52,79,False,Low score
Gail Matthews,gailmatthewsK@gmail.com,0131 4960988,81,93,True,
Cameron Parker,cameronparker@gmail.com,(020) 7496 0625,60,88,True,
Wayne Grant,waynegrant@hotmail.com,+44292018507,51,78,False,Low score
Conor Miles,conormiles@hotmail.com,(0141) 4960373,50,94,False,Low score
Elliott Whittaker,elliottwhittaker@yahoo.com,028 9018 0353,68,92,True,
Bryan Stephens,bryanstephens@yahoo.com,(0118) 4960103,58,67,False,Low score and Low attendance
Harry Wallis,harrywallis@yahoo.com,01184960268,78,85,True,
Tony Watson,tonywatson@gmail.com,(01632) 960 911,53,98,False,Low score
Kyle Singh,kylesingh@yahoo.com,(0121)4960981,72,89,True,
Gareth Martin,garethmartin@hotmail.com,(0116) 496 0148,65,79,True,
Deborah Jones,deborahjones@hotmail.com,(0909) 8790899,54,88,False,Low score
Matthew Hooper,matthewhooper@gmail.com,(0115)4960288,80,80,True,
Stanley O'Neill,stanleyo'neill@gmail.com,+44(0)289018609,86,67,False,Low attendance
Trevor Walker,trevorwalker@hotmail.com,0116 496 0217,71,92,True,
Denise Simmons,denisesimmons@hotmail.com,+44(0)118 4960852,52,82,False,Low score
Thomas Morgan,thomasmorgan@yahoo.com,01632 960 345,78,99,True,
Tracy Baldwin,tracybaldwin@gmail.com,(0115) 4960572,84,95,True,
Rhys Phillips,rhysphillips@yahoo.com,+44(0)9098790971,77,99,True,
Leon Miles,leonmiles@yahoo.com,(0116)4960800,60,73,True,
Joel Clements,joelclements@gmail.com,0161 4960292,79,79,True,
Nicola Pearson,nicolapearson@gmail.com,(0118)4960929,90,83,True,
Irene Wilson,irenewilson@hotmail.com,0116 4960781,63,80,True,
Adrian Walters,adrianwalters@hotmail.com,0161 496 0705,60,66,False,Low attendance
Damien Jones,damienjones@yahoo.com,+44(0)289018303,50,95,False,Low score
Jordan Fowler,jordanfowler@hotmail.com,(0116)4960828,90,73,True,
Francis Griffin,francisgriffin@hotmail.com,+449098790511,80,89,True,
Carl Martin,carlmartin@hotmail.com,0289018780,100,78,True,
Jessica Norton,jessicanorton@yahoo.com,+44(0)1632 960580,80,97,True,
Sara Powell,sarapowell@gmail.com,(0131) 496 0635,82,81,True,
Denise Carter,denisecarter@hotmail.com,+44(0)118 496 0671,74,81,True,
Dominic Parkes,dominicparkes@hotmail.com,+4428 9018 0347,89,68,False,Low attendance
Colin Lawrence,colinlawrence@yahoo.com,01632 960 836,57,67,False,Low score and Low attendance
Kieran Hobbs,kieranhobbs@yahoo.com,01414960810,91,94,True,
Jason Blackburn,jasonblackburn@gmail.com,(020)74960507,60,84,True,
Beverley Adams,beverleyadams@yahoo.com,+448081570016,78,94,True,
Stuart Knight,stuartknight@hotmail.com,+4429 2018262,66,94,True,
Charlotte Coates,charlottecoates@hotmail.com,+44118 4960466,91,92,True,
Laura Cooke,lauracooke@hotmail.com,(029)2018082,82,74,True,
Megan Long,meganlong@gmail.com,01614960390,98,70,True,
Danielle Smith,daniellesmith@hotmail.com,+44(0)306 9990414,89,73,True,
Arthur Mason,arthurmason@gmail.com,+44292018791,56,73,False,Low score
Ben Jones,benjones@gmail.com,+44116 496 0265,54,84,False,Low score
Danny Cole,dannycole@gmail.com,+44(0)191 4960730,67,83,True,
Abigail Marshall,abigailmarshall@gmail.com,+441414960983,54,72,False,Low score
Tony Gibson,tonygibson@yahoo.com,+44118 496 0207,65,72,True,
Nathan Davies,nathandavies@gmail.com,0117 4960707,84,69,False,Low attendance
Joanne Walters,joannewalters@gmail.com,+44121 496 0215,94,65,False,Low attendance
Frederick George,frederickgeorge@gmail.com,0117 4960516,69,68,False,Low attendance
Declan Thomas,declanthomas@yahoo.com,0118 4960232,97,68,False,Low attendance
Elizabeth Fitzgerald,elizabethfitzgerald@yahoo.com,+44117 496 0687,61,72,True,
Natalie Gibson,nataliegibson@hotmail.com,029 2018046,87,94,True,
Rachael Gibbs,rachaelgibbs@yahoo.com,0151 4960420,88,91,True,
Geraldine Holden,geraldineholden@gmail.com,+44(0)909 879 0114,84,84,True,
Jenna Freeman,jennafreeman@yahoo.com,(0808) 1570001,68,89,True,
Jack Matthews,jackmatthews@yahoo.com,01614960724,69,78,True,
Donald Russell,donaldrussell@gmail.com,+441144960351,62,74,True,
Denis Bishop,denisbishop@yahoo.com,(0114) 496 0782,68,92,True,
Stephen Singh,stephensingh@yahoo.com,+44(0)306 9990092,92,81,True,
Gavin Parsons,gavinparsons@gmail.com,+441632 960134,80,85,True,
Leon Atkinson,leonatkinson@gmail.com,+44808 1570461,86,94,True,
Nigel Davies,nigeldavies@yahoo.com,(0117) 4960700,68,92,True,
Amber Skinner,amberskinner@hotmail.com,+44117 496 0873,95,86,True,
Grace Jarvis,gracejarvis@gmail.com,+44114 496 0585,56,92,False,Low score
Charles Kelly,charleskelly@hotmail.com,(0117)4960111,94,80,True,
Kyle Bevan,kylebevan@hotmail.com,+44(0)191 496 0788,51,76,False,Low score
Mitchell Campbell,mitchellcampbell@yahoo.com,(029)2018431,98,85,True,
Lee King,leeking@hotmail.com,(0118) 496 0045,61,76,True,
Charlene Cox,charlenecox@hotmail.com,+44114 496 0472,57,69,False,Low score and Low attendance
Jeffrey Owens,jeffreyowens@yahoo.com,+44(0)151 496 0844,57,79,False,Low score
Katy Thompson,katythompson@hotmail.com,(0161) 496 0414,76,72,True,
Sharon Smith,sharonsmith@hotmail.com,+44(0)29 2018 0087,82,82,True,
Hazel Hunter,hazelhunter@hotmail.com,0141 496 0579,54,94,False,Low score
Nigel Roberts,nigelroberts@yahoo.com,+441144960975,96,88,True,
Kirsty Howe,kirstyhowe@hotmail.com,(0113) 4960466,67,76,True,
Justin Hammond,justinhammond@gmail.com,+44(0)9098790790,52,87,False,Low score
Caroline Tucker,carolinetucker@gmail.com,+44117 4960054,70,78,True,
Emma Taylor,emmataylor@gmail.com,+44(0)113 496 0814,56,85,False,Low score
