name,email,phone,score,attendance,passed,dropped_reason
Denise Roberts,deniseroberts@hotmail.com,+44(0)3069990543,89,77,True,
Rhys Hutchinson,rhyshutchinsonZ@gmail.com,(020)74960286,97,72,True,
Helen Jones,helenjoneso@gmail.com,+44(0)1632960765,51,91,False,Low score
Andrew Parkin,andrewparkin@yahoo.com,0191 498 0891,92,68,False,Low attendance
Caroline Rowe,carolinerowe@yahoo.com,(0118) 496 0385,50,69,False,Low score and Low attendance
Irene Townsend,irenetownsend@hotmail.com,0121 4960639,68,74,True,
Ross Robertson,rossrobertson@hotmail.com,+441632 960 917,58,97,False,Low score
Thomas Dickinson,thomasdickinson@yahoo.com,01414960841,79,68,False,Low attendance
Daniel Vincent,danielvincent@yahoo.com,+44(0)191 496 0518,56,97,False,Low score
Marie Morrison,mariemorrison@hotmail.com,0131 496 0383,58,98,False,Low score
Jodie Murray,jodiemurray@hotmail.com,+44(0)1632 960592,79,78,True,
Benjamin Shaw,benjaminshaw@gmail.com,0808 1570495,59,81,False,Low score
Karl Cooper,karlcooper@hotmail.com,(0151) 496 0945,76,74,True,
Beth Brown,bethbrown@gmail.com,+44131 4960451,63,92,True,
Zoe Page,zoepage@gmail.com,(0118) 496 0555,78,84,True,
Terry Ellis,terryellis@yahoo.com,+44(0)151 4960634,75,77,True,
Mandy Field,mandyfield@yahoo.com,0113 4960214,61,78,True,
Abbie West,abbiewest@gmail.com,0151 496 0790,86,74,True,
Sharon Gray,sharongray@yahoo.com,+44161 4960709,80,77,True,
Ruth Anderson,ruthanderson@yahoo.com,0113 4960172,69,72,True,
Martin Davies,martindaviesB@hotmail.com,+44(0)113 4960253,53,93,False,Low score
Helen Berry,helenberry@hotmail.com,+441164960805,95,81,True,
Katy Jones,katyjones@yahoo.com,01632960687,53,85,False,Low score
Gerald Reynolds,geraldreynolds@hotmail.com,(0121) 496 0705,63,100,True,
Tracy Thomson,tracythomson@yahoo.com,(0191) 4960773,82,97,True,
Nicole Wood,nicolewood@yahoo.com,0292018669,56,66,False,Low score and Low attendance
Hollie Lloyd,hollielloyd@yahoo.com,+44(0)115 496 0441,83,98,True,
Bryan Green,bryangreen@hotmail.com,+44(0)20 74960125,84,80,True,
Cheryl Chapman,cherylchapman@gmail.com,(0141) 496 0003,83,73,True,
Marcus Hussain,marcushussain@hotmail.com,+44116 496 0982,95,82,True,
Barbara Thomson,barbarathomson@gmail.com,0115 4960330,68,98,True,
Brett Smith,brettsmith@yahoo.com,(0121) 4960886,95,72,True,
Adam Walker,adamwalker@yahoo.com,(028)9018579,80,76,True,
Graham Stevenson,grahamstevenson@gmail.com,(0808) 157 0859,62,71,True,
Frederick Cooper,frederickcooper@gmail.com,+441314960409,96,81,True,
Margaret Pearce,margaretpearce@hotmail.com,(0115) 4960210,98,66,False,Low attendance
Charles Slater,charlesslater@gmail.com,020 7946 0849,75,69,False,Low attendance
Sean Coleman,seancoleman@gmail.com,+441632 960 493,96,66,False,Low attendance
Douglas Williams,douglaswilliams@gmail.com,+441174960671,74,82,True,
Alan Evans,alanevans@hotmail.com,01514960238,97,99,True,
Jane Lee,janelee@gmail.com,+4429 2018 0566,74,77,True,
Leah Rhodes,leahrhodes@gmail.com,+441174960673,71,96,True,
Vincent Hill,vincenthill@gmail.com,+44(0)306 999 0880,78,71,True,
Sheila Mason,sheilamason@hotmail.com,029 2018 0939,90,82,True,
George Greenwood,georgegreenwood@yahoo.com,0114 496 0834,78,93,True,
Steven Iqbal,steveniqbal@gmail.com,+443069990511,100,84,True,
Jayne Dixon,jaynedixon@gmail.com,01314960374,95,74,True,
Reece Murphy,reecemurphy@yahoo.com,(0191) 496 0092,53,80,False,Low score
Tracy Ryan,tracyryan@yahoo.com,020 74960695,91,80,True,
Alice Martin,alicemartin@yahoo.com,+44(0)909 879 0950,50,81,False,Low score
Molly Hussain,mollyhussain@gmail.com,+44141 496 0614,79,79,True,
Wayne Payne,waynepayne@yahoo.com,0115 4960010,70,87,True,
William Owens,williamowens@gmail.com,03069990412,95,76,True,
Jack Johnston,jackjohnston@hotmail.com,0909 879 0363,87,68,False,Low attendance
Michelle Evans,michelleevans@hotmail.com,(0306)9990303,82,71,True,
Joanna Fuller,joannafuller@yahoo.com,+44(0)306 999 0574,59,81,False,Low score
Amanda Wood,amandawood@yahoo.com,+44(0)118 496 0964,87,86,True,
Joe Matthews,joematthews@hotmail.com,(0808) 1570869,90,92,True,
Charlene Davies,charlenedavies@hotmail.com,0909 879 0066,100,91,True,
Lindsey Griffin,lindseygriffin@hotmail.com,0116 496 0261,72,86,True,
Laura Wright,laurawright@yahoo.com,+44141 4960795,63,94,True,
Naomi Holmes,naomiholmes@gmail.com,(020)74960447,84,83,True,
Christine Miller,christinemiller@gmail.com,+44(0)1632 960 149,68,82,True,
Justin Kelly,justinkelly@hotmail.com,+44(0)289018521,69,79,True,
Nicole Ball,nicoleball@hotmail.com,+44(0)113 496 0747,61,98,True,
Amy Mellor,amymellor@gmail.com,0131 4960147,94,67,False,Low attendance
Charlotte Cartwright,charlottecartwright@gmail.com,0161 496 0402,97,90,True,
Emma Burgess,emmaburgess@gmail.com,03069990911,68,71,True,
Danielle Jones,daniellejones@hotmail.com,+441914960282,87,96,True,
Dawn Reed,dawnreed@yahoo.com,01614960444,79,89,True,
Brandon Collins,brandoncollins@hotmail.com,(0131) 496 0887,81,76,True,
Reece Richardson,reecerichardson@gmail.com,0118 496 0065,56,88,False,Low score
Vincent Harrison,vincentharrison@yahoo.com,02074960536,81,70,True,
Maria Hamilton,mariahamilton@gmail.com,+44131 496 0549,98,68,False,Low attendance
Chelsea Williams,chelseawilliams@hotmail.com,+44131 496 0383,93,80,True,
Linda Stevenson,lindastevenson@yahoo.com,(029)2018567,58,89,False,Low score
Jeffrey Cooper,jeffreycooper@hotmail.com,+44117 496 0203,76,72,True,
Luke Jones,lukejones@gmail.com,(0115) 496 0140,67,98,True,
Sophie Jones,sophiejones@gmail.com,+44(0)1632 960298,71,75,True,
Norman Hayes,normanhayes@yahoo.com,(0909) 879 0497,77,98,True,
Barbara Williams,barbarawilliams@hotmail.com,(0808) 157 0322,87,99,True,
Barry Jones,barryjones@yahoo.com,(020) 7496 0248,85,84,True,
Norman Savage,normansavage@hotmail.com,+44(0)9098790706,99,98,True,
Christian Brown,christianbrown@gmail.com,+44(0)131 496 0259,64,94,True,
Iain Palmer,iainpalmer@yahoo.com,01614960683,55,87,False,Low score
Sophie Wilson,sophiewilson@gmail.com,+44116 4960493,97,81,True,
Christine Knowles,christineknowles@yahoo.com,(028) 9018 0193,69,86,True,
Eric James,ericjames@hotmail.com,0808 157 0611,100,73,True,
Gemma Hewitt,gemmahewitt@gmail.com,(0808) 157 0020,86,98,True,
Irene Quinn,irenequinn@gmail.com,(0909)8790901,88,97,True,
Stephen Moore,stephenmoore@yahoo.com,(0151) 4960147,84,98,True,
John Rose,johnrose@gmail.com,0131 4960306,73,73,True,
Kevin Rogers,kevinrogers@hotmail.com,0116 496 0634,70,71,True,
Annette Evans,annetteevans@hotmail.com,(0808)1570235,92,99,True,
Heather Sinclair,heathersinclair@gmail.com,+441154960772,59,97,False,Low score
Leslie Harvey,leslieharvey@hotmail.com,+44(0)28 9018 0313,64,94,True,
Owen Davies,owendavies@gmail.com,029 2018968,57,85,False,Low score
Kevin Humphreys,kevinhumphreys@gmail.com,+44(0)1154960411,86,70,True,
Barry Shaw,barryshaw@hotmail.com,+44(0)306 999 0514,87,92,True,
Charles Porter,charlesporter@yahoo.com,0114 496 0754,67,68,False,Low attendance
Denis Cooper,deniscooper@hotmail.com,0114 496 0497,71,93,True,
Stanley Harding,stanleyharding@gmail.com,(0191) 4960166,61,94,True,
Ross Hartley,rosshartley@hotmail.com,(0808) 1570768,71,90,True,
Lucy Naylor,lucynaylor@hotmail.com,+44191 496 0958,52,96,False,Low score
William Lambert,williamlambert@gmail.com,+44121 4960464,89,67,False,Low attendance
Ben Osborne,benosborne@gmail.com,(0808) 1570167,94,100,True,
Christian Chapman,christianchapman@hotmail.com,+44(0)8081570521,55,91,False,Low score
Sean Ashton,seanashton@yahoo.com,0113 4960299,65,75,True,
Abdul Coleman,abdulcoleman@gmail.com,+44(0)121 496 0433,61,65,False,Low attendance
Marc Frost,marcfrost@yahoo.com,0808 1570805,53,70,False,Low score
Pauline Osborne,paulineosborne@yahoo.com,(0808)1570405,98,83,True,
Mathew Lewis,mathewlewis@hotmail.com,+441314960193,77,83,True,
Jodie Wood,jodiewood@hotmail.com,+443069990093,75,67,False,Low attendance
Patricia Harris,patriciaharris@yahoo.com,(0131)4960920,81,86,True,
Robert Harrison,robertharrison@gmail.com,0306 999 0874,63,99,True,
Bethan Carr,bethancarr@hotmail.com,+44(0)118 496 0321,72,68,False,Low attendance
Colin Macdonald,colinmacdonald@yahoo.com,(0306) 9990210,88,83,True,
